"V8"	"V9"	"T2_3"	"UCLA_1_1"	"UCLA_1_2"	"UCLA_1_3"	"UCLA_1_4"	"UCLA_1_5"	"UCLA_1_6"	"UCLA_1_7"	"UCLA_1_8"	"UCLA_1_9"	"UCLA_1_10"	"T3_3"	"UCLA_2_1"	"UCLA_2_2"	"UCLA_2_3"	"UCLA_2_4"	"UCLA_2_5"	"UCLA_2_6"	"UCLA_2_7"	"UCLA_2_8"	"UCLA_2_9"	"UCLA_2_10"	"T4_3"	"SLWS_1"	"SLWS_2"	"SLWS_3"	"SLWS_4"	"SLWS_5"	"T5_3"	"SE_1_1"	"SE_1_2"	"SE_1_3"	"SE_1_4"	"SE_1_5"	"SE_1_6"	"SE_1_7"	"SE_1_8"	"SE_1_9"	"SE_1_10"	"SE_2_1"	"SE_2_2"	"SE_2_3"	"SE_2_4"	"SE_2_5"	"SE_2_6"	"SE_2_7"	"SE_2_8"	"SE_2_9"	"SE_2_10"	"T6_3"	"Mood_1"	"Mood_2"	"Mood_3"	"Mood_4"	"Mood_5"	"Mood_6"	"Mood_7"	"Mood_8"	"Mood_9"	"Mood_10"	"Mood_11"	"Mood_12"	"Mood_13"	"Mood_14"	"Mood_15"	"Mood_16"	"T7_3"	"Disc_1"	"Disc_2"	"Disc_3"	"Disc_4"	"T8_3"	"Disc_5"	"Disc_6"	"Disc_7"	"Disc_8"	"Disc_9"	"T9_3"	"DiscR_1"	"DiscR_2"	"DiscR_3"	"DiscR_4"	"T10_3"	"DiscR_5"	"DiscR_6"	"DiscR_7"	"DiscR_8"	"DiscR_9"	"T11_3"	"EIS_1"	"EIS_2"	"EIS_3"	"EIS_4"	"EIS_5"	"EIS_6"	"T12_3"	"Well_B_1"	"Well_B_2"	"Well_B_3"	"Well_B_4"	"Well_B_5"	"Well_B_6"	"Well_B_7"	"Well_B_8"	"Well_B_9"	"Well_B_10"	"T13_3"	"Rau_1"	"Rem_2"	"Rsa_6"	"Rau_7"	"Rem_8"	"Rsa_12"	"Rau_13"	"Rem_14"	"Rsa_18"	"Rau_19"	"Rem_20"	"Rsa_24"	"Rau_25"	"Rem_26"	"Rsa_30"	"Rau_31"	"Rem_32"	"Rsa_36"	"Rau_37"	"Rem_38"	"Rsa_42"	"T14_3"	"Sex"	"Age"	"Ethn_1"	"Ethn_2"	"Ethn_3"	"Ethn_4"	"Ethn_5"	"Ethn_6"	"Ethn_7"	"Ethn_7_TEXT"	"Cntry_Orig"	"Prim_Lang"	"Pol_Ori"	"T15_3"	"Interr"	"Distr"	"Privacy"	"Scrn_Size"	"T16_3"	"Debr"	"T17_3"	"end"	"T18_3"	"Subject"	"UCLA_1_2.rev"	"UCLA_1_3.rev"	"UCLA_1_4.rev"	"UCLA_1_7.rev"	"UCLA_1_8.rev"	"UCLA_2_1.rev"	"UCLA_2_2.rev"	"UCLA_2_3.rev"	"UCLA_2_4.rev"	"UCLA_2_7.rev"	"UCLA_2_8.rev"	"UCLA_total"	"UCLA_sub"	"SWLS_total"	"SE_total"	"SE_perf"	"SE_social"	"SE_appear"	"Mood_total"	"PD_general"	"PD_race"	"EIS_1.rev"	"EIS_2.rev"	"EIS_3.rev"	"EIS_6.rev"	"EI_total"	"WellB_total"	"WellB_PA"	"WellB_NA"	"WellR_total"	"WellR_auto"	"WellR_envir"	"WellR_accept"
"12/21/15"	"12/21/15"	104.762	1	4	4	4	2	1	2	4	1	1	52.744	4	4	4	4	4	1	4	4	1	1	73.78	6	6	6	6	6	22.839	5	2	4	1	1	4	1	1	5	1	5	4	2	1	1	1	2	1	1	1	98.928	1	1	2	1	2	2	1	1	2	1	1	2	1	3	1	1	29.045	1	1	1	1	9.203	1	1	1	1	1	10.363	1	1	1	1	11.36	1	1	1	1	1	13.004	9	7	7	6	6	8	33.362	1	1	1	1	1	2	2	2	2	2	22.316	6	5	5	3	2	5	3	2	2	4	5	6	5	3	2	2	2	1	3	6	3	34.978	2	19	NA	1	1	NA	NA	NA	NA	" "	"USA"	"English"	8	21.531	1	1	1	1	13.396	1	2.737	1	12.7	134	1	1	1	3	1	1	1	1	1	1	1	1.3	1	6	4.5	4.42857142857143	4.57142857142857	4.5	1.4375	9	9	1	3	3	2	3.5	5	5	0	5.85714285714286	5.42857142857143	5.85714285714286	6.28571428571429
"12/22/15"	"12/22/15"	1.811	2	2	2	2	2	2	2	2	2	2	9.972	2	2	2	2	2	2	2	2	2	2	11.693	4	4	4	4	4	16.471	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	14.758	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	22.969	5	5	5	5	15.53	3	3	3	3	3	25.795	4	4	4	4	70.136	3	3	3	3	3	351.338	5	5	5	5	5	5	130.166	1	1	1	1	1	1	1	1	1	1	11.668	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	20.651	2	21	NA	NA	1	NA	NA	NA	NA	" "	"United States of America"	"English"	6	21.822	1	1	1	1	16.388	1	2.827	1	17.794	138	3	3	3	3	3	3	3	3	3	3	3	2.55	2.66666666666667	4	3	3	3	3	3	35	31	5	5	5	5	5	0	5	5	4.85714285714286	4.85714285714286	4.85714285714286	4.85714285714286
"12/20/15"	"12/20/15"	7.296	2	2	2	3	3	4	3	3	3	4	13.454	3	3	3	3	3	3	3	3	3	3	18.163	6	6	5	3	4	13.038	5	4	4	4	4	5	2	1	4	2	5	4	2	4	1	1	2	2	2	2	15.825	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	15.976	4	3	3	2	27.774	2	3	3	3	2	13.815	3	3	2	2	14.249	1	1	1	1	1	11.005	6	7	6	6	4	5	19.795	1	1	1	1	1	1	2	1	2	2	10.76	5	5	5	5	5	5	3	5	6	5	5	5	6	5	3	2	4	5	4	5	5	11.079	2	21	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	6	13.203	1	1	1	1	8.32	1	2.897	1	3.462	146	3	3	2	2	2	2	2	2	2	2	2	2.6	2.66666666666667	4.8	4	3.57142857142857	4	4.5	1.125	25	15	4	3	4	5	4.33333333333333	3	5	2	5.33333333333333	5.71428571428571	5.14285714285714	5.14285714285714
"12/20/15"	"12/20/15"	3.572	2	4	4	4	2	4	3	2	4	2	58.086	4	4	4	4	2	4	3	4	1	1	39.835	6	7	7	5	6	61.654	5	1	4	4	1	4	1	3	5	1	5	5	1	5	1	1	3	4	4	1	30.703	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.43	1	2	2	4	168.367	1	1	3	2	1	18.125	1	1	1	3	11.418	1	1	1	1	1	11.601	7	8	6	7	8	8	33.783	1	1	1	1	1	2	2	2	2	2	34.838	5	6	5	6	2	5	2	5	6	4	6	5	4	2	2	3	1	2	5	5	5	312.858	1	24	NA	NA	1	NA	NA	NA	NA	" "	"usa"	"english"	4	27.711	1	1	1	1	16.389	1	2.932	1	11.349	149	1	1	1	2	3	1	1	1	1	2	1	1.85	1	6.2	4.25	3.71428571428571	4.42857142857143	4.66666666666667	1	17	11	3	2	4	2	4.33333333333333	5	5	0	5.80952380952381	5.85714285714286	5.85714285714286	5.71428571428571
"12/20/15"	"12/20/15"	8.514	3	1	2	1	4	4	1	4	3	3	51.264	2	1	2	1	3	3	1	1	4	4	32.753	2	3	2	4	1	22.79	2	5	1	5	1	2	5	5	2	4	1	1	5	1	1	5	5	1	4	5	24.163	4	2	5	5	5	4	5	4	3	5	1	5	2	5	5	4	31.706	5	1	1	1	28.365	2	1	1	2	1	27.833	1	1	1	1	25.375	1	1	1	1	1	9.302	5	7	7	1	1	8	17.466	1	2	1	2	1	2	1	1	1	2	26.265	1	1	2	1	6	1	6	6	6	5	2	1	3	6	4	3	6	5	3	1	1	38.824	2	20	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	7	18.82	1	1	1	1	14.761	1	2.939	1	30.381	150	4	3	4	4	1	3	4	3	4	4	4	3.45	3.66666666666667	2.4	1.85	2.57142857142857	1.71428571428571	1.16666666666667	4	15	9	5	3	3	2	2.5	0	3	3	3.14285714285714	3.42857142857143	3.14285714285714	2.85714285714286
"12/21/15"	"12/21/15"	5.503	3	2	2	1	2	2	2	1	3	2	123.91	2	3	1	1	2	3	1	1	2	2	126.592	2	2	2	2	1	15.852	3	4	3	4	1	2	5	3	3	3	3	2	4	5	2	3	4	3	4	3	70.392	3	3	3	4	4	4	4	4	3	5	2	4	2	4	2	5	39.844	5	5	1	5	25.206	1	4	6	6	5	15.008	1	1	1	1	13.724	1	1	1	1	1	12.901	1	1	1	9	9	1	24.029	1	1	1	2	1	1	1	1	1	1	93.799	6	2	1	5	6	2	4	6	6	3	3	4	3	6	6	2	6	6	6	2	4	60.503	2	25	NA	NA	1	NA	NA	NA	NA	" "	"United States"	"English"	9	28.364	1	1	1	1	18.775	1	2.972	1	21.366	154	3	3	4	3	4	3	2	4	4	4	4	2.95	2.83333333333333	1.8	2.8	3.28571428571429	2.71428571428571	2.33333333333333	3.5	38	9	9	9	9	9	9	-1	4	5	4.23809523809524	5.85714285714286	3.57142857142857	3.28571428571429
"12/21/15"	"12/21/15"	2.378	2	2	2	3	3	4	2	1	2	2	8.897	3	2	1	2	3	4	2	3	1	4	8.737	3	6	5	3	5	7.02	5	2	1	4	3	3	1	2	5	4	4	3	1	4	3	2	2	2	5	2	9.182	4	2	3	2	4	2	3	1	5	3	4	2	1	3	3	5	10.92	4	2	2	3	9.044	4	3	2	5	3	6.436	3	2	3	3	5.834	2	1	2	1	3	8.271	4	8	6	4	5	7	7.499	2	1	1	2	1	1	2	2	1	1	9.257	4	2	3	5	4	3	2	5	2	4	3	2	2	5	5	3	3	5	4	3	6	8.519	1	31	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	7	17.586	1	1	1	1	12.334	1	3.039	1	399.585	156	3	3	2	3	4	2	3	4	3	3	2	2.85	2.5	4.4	3.5	3.42857142857143	3.71428571428571	3.33333333333333	2.9375	28	20	6	2	4	3	4	0	3	3	4.61904761904762	5.14285714285714	4.14285714285714	4.57142857142857
"12/24/15"	"12/24/15"	5.886	3	2	2	2	3	3	1	3	4	4	43.828	1	1	2	2	2	2	3	2	3	3	38.854	2	3	3	5	2	40.355	4	4	3	2	1	2	2	4	4	4	2	3	3	4	1	2	2	1	2	4	50.069	4	3	3	4	4	4	4	4	5	2	1	5	1	5	2	2	35.899	1	1	1	1	27.852	1	4	4	4	2	35.986	1	1	2	3	18.439	3	3	3	3	3	17.076	5	7	7	6	8	5	78.736	2	1	1	2	2	1	1	1	1	2	31.922	4	1	2	4	4	4	4	5	3	2	4	4	5	2	1	2	2	5	6	2	3	96.923	2	22	NA	NA	1	NA	NA	NA	NA	" "	"UNITED STATES"	"ENGLISH"	6	28.17	1	1	1	1	21.397	1	3.085	1	6.094	160	3	3	3	4	2	4	4	3	3	2	3	3.05	3.16666666666667	3	3.4	4.28571428571429	2.85714285714286	3	3.3125	19	22	5	3	3	5	5	-2	2	4	5.09523809523809	5.85714285714286	4.57142857142857	4.85714285714286
"12/20/15"	"12/20/15"	4.043	1	2	2	2	1	2	3	2	2	2	301.273	2	3	2	2	2	2	4	2	2	2	112.453	7	6	6	7	6	54.931	5	1	4	1	1	4	1	2	5	1	4	4	1	5	1	1	1	1	1	1	23.797	4	4	4	4	4	4	3	4	3	4	3	3	3	4	2	3	55.645	3	3	3	3	39.238	2	4	3	4	2	14.357	5	5	3	3	89.632	3	3	3	3	3	33.266	1	1	1	9	9	1	162.218	1	1	1	1	1	2	1	1	1	1	60.077	6	4	5	6	2	5	1	4	1	1	6	6	6	1	1	1	1	1	6	5	6	46.274	2	21	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	9	30.336	1	1	1	1	255.055	1	3.088	1	9.669	161	3	3	3	2	3	3	2	3	3	1	3	2.25	2.66666666666667	6.4	4.75	5	4.85714285714286	4.33333333333333	3.5	27	31	9	9	9	9	9	1	5	4	6.71428571428571	7.28571428571429	5.85714285714286	7
"12/20/15"	"12/20/15"	4.181	2	3	4	3	2	3	2	1	2	3	16.61	4	1	2	3	1	2	2	2	3	4	15.505	5	6	7	6	7	10.496	4	3	4	5	5	3	4	4	5	4	3	4	4	4	3	5	4	4	3	5	24.602	2	4	3	3	1	1	3	4	3	4	5	4	3	2	4	1	24.808	4	5	5	5	33.148	5	6	6	5	4	20.258	4	5	4	4	24.059	3	2	4	2	3	15.023	7	6	7	8	9	7	13.206	1	1	2	1	1	2	2	1	2	1	17.837	5	4	6	6	6	4	5	4	6	6	4	6	5	6	6	5	4	3	4	4	5	20.469	1	27	NA	NA	1	NA	NA	NA	NA	" "	"wisconsin"	"english"	9	24.867	1	1	1	1	20.039	1	3.183	1	10.846	166	2	1	2	3	4	1	4	3	2	3	3	2.5	2.16666666666667	6.2	2.6	2.85714285714286	2.14285714285714	2.83333333333333	2.9375	45	31	3	4	3	3	5	2	4	2	4.95238095238095	4.85714285714286	4.85714285714286	5.14285714285714
"12/20/15"	"12/20/15"	6.057	1	3	3	3	2	1	3	3	1	1	51.394	3	3	3	3	1	1	4	3	3	1	34.627	6	6	6	6	3	14.788	4	2	3	1	1	4	5	4	5	2	4	3	2	5	1	1	1	1	1	1	25.768	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	28.452	3	3	2	2	22.416	1	2	2	2	1	20.072	3	3	3	3	14.638	3	4	4	2	1	19.395	8	8	8	3	3	8	25.531	1	2	1	2	1	2	2	1	2	2	34.238	6	6	5	6	3	6	2	2	2	2	6	5	6	2	3	1	2	2	6	6	4	26.137	2	46	NA	NA	1	NA	NA	NA	NA	" "	"usa"	"english"	5	23.081	1	1	1	1	18.101	1	3.245	1	11.957	171	2	2	2	2	2	2	2	2	2	1	2	1.65	2	5.4	4.15	4.85714285714286	4.14285714285714	3.33333333333333	1.1875	18	26	2	2	2	2	2.33333333333333	2	3	1	6.52380952380952	7	6.42857142857143	6.14285714285714
"12/20/15"	"12/20/15"	3.823	3	4	2	3	1	3	3	2	3	2	18.939	2	3	2	2	1	3	4	2	3	2	22.068	2	2	1	4	3	16.858	2	4	3	3	4	2	2	4	3	5	2	2	1	3	3	2	4	2	4	3	37.181	2	4	3	2	4	3	2	3	2	3	2	3	4	2	3	2	29.706	4	4	3	5	13.896	1	5	4	3	5	13.813	5	3	4	3	132.049	5	4	3	4	2	15.437	6	4	7	4	6	4	19.158	1	2	1	2	2	2	2	1	1	1	37.622	3	2	3	2	3	2	3	2	3	3	4	3	4	5	4	4	4	2	4	2	4	12.644	2	22	NA	NA	1	NA	NA	NA	NA	" "	"US"	"English"	8	27.333	1	1	1	1	10.475	1	3.479	1	5.101	183	1	3	2	2	3	3	2	3	3	1	3	2.35	2.33333333333333	2.4	2.7	2.71428571428571	2.57142857142857	2.83333333333333	2.75	34	33	4	6	3	6	4.83333333333333	-1	2	3	4.57142857142857	4.71428571428571	4.28571428571429	4.71428571428571
"12/21/15"	"12/21/15"	42.854	2	3	4	4	2	2	4	3	2	2	49.79	4	4	3	3	2	1	2	2	1	1	36.977	6	6	7	7	7	12.001	4	3	4	2	1	3	2	2	5	2	5	4	2	4	2	1	2	3	2	3	27.641	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18.527	2	1	1	1	18.5	4	2	3	1	1	19.968	1	1	1	1	9.596	1	1	3	1	1	12.621	7	7	7	3	3	7	18.705	1	1	1	1	1	2	2	2	2	2	22.166	2	6	5	5	2	5	6	2	5	4	6	6	5	2	3	2	1	1	6	5	5	29.687	2	25	NA	NA	1	NA	NA	NA	NA	" "	"US"	"English"	7	17.585	1	1	1	1	8.201	1	3.491	1	13.236	184	2	1	1	1	2	1	1	2	2	3	3	1.7	1.16666666666667	6.6	4	4.14285714285714	3.71428571428571	4.16666666666667	1	16	11	3	3	3	3	3	5	5	0	5.80952380952381	5.14285714285714	6.28571428571429	6
"12/19/15"	"12/19/15"	9.851	2	1	1	2	3	2	2	4	1	2	44.643	2	1	1	1	4	3	2	2	3	3	53.054	5	5	6	6	2	18.753	4	5	2	2	3	3	5	5	4	3	3	2	5	4	4	3	5	2	2	5	29.128	4	3	4	5	5	4	4	4	5	4	4	3	4	4	2	4	30.948	4	3	4	5	35.511	1	3	5	2	2	24.371	2	3	4	4	22.18	2	2	6	1	1	27.825	7	7	7	3	3	7	23.881	1	1	1	2	2	1	1	1	1	1	27.294	5	5	2	3	6	4	6	4	6	5	4	6	5	6	5	3	5	5	6	5	6	17.687	2	27	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"ENGLISH"	5	23.779	1	1	1	1	18.459	1	3.56	1	5.468	188	4	4	3	3	1	3	4	4	4	3	3	2.95	3.33333333333333	4.8	2.55	3.85714285714286	1.42857142857143	2.33333333333333	3.9375	29	25	3	3	3	3	3	-2	3	5	4.85714285714286	5	5	4.57142857142857
"12/19/15"	"12/19/15"	5.632	2	2	2	2	3	3	2	2	3	3	27.828	2	2	2	2	2	2	1	2	2	2	21.488	3	3	5	3	3	12.053	3	3	3	3	1	3	3	3	3	2	3	3	2	4	1	1	3	1	2	2	24.491	2	1	3	1	1	2	1	2	2	2	1	3	1	3	1	1	21.535	4	4	3	4	17.16	1	3	4	4	2	16.349	3	4	3	4	9.533	1	3	3	1	1	17.021	5	5	5	4	7	2	20.126	1	1	1	1	1	1	1	1	1	2	19.687	3	1	3	2	3	4	3	4	3	3	4	4	4	4	2	3	4	2	4	1	4	95.028	2	26	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	5	15.679	1	1	1	1	9.286	1	3.587	1	7.686	189	3	3	3	3	3	3	3	3	3	4	3	2.8	2.66666666666667	3.4	3.65	3.85714285714286	3.71428571428571	3.33333333333333	1.6875	29	23	5	5	5	8	5.66666666666667	1	5	4	4.71428571428571	4.85714285714286	3.85714285714286	5.42857142857143
"12/20/15"	"12/20/15"	5.722	2	2	2	2	3	3	1	3	2	3	20.462	2	3	2	2	3	3	2	3	3	2	12.436	5	5	5	6	6	36.575	3	3	3	3	3	4	4	3	3	3	3	3	3	2	2	3	3	4	3	2	12.247	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	68.679	4	4	5	4	8.72	2	2	1	1	2	9.552	2	2	3	4	7.019	4	4	4	3	4	8.667	6	7	5	5	6	6	12.205	1	1	1	1	1	2	2	1	1	2	13.2	4	3	3	5	4	5	5	6	4	5	6	6	6	6	6	4	4	5	6	6	6	11.36	2	21	NA	NA	1	NA	NA	NA	NA	" "	"usa"	"english"	8	22.426	1	1	1	1	22.872	1	3.623	1	4.643	193	3	3	3	4	2	3	2	3	3	3	2	2.75	2.83333333333333	5.4	3	2.71428571428571	3.28571428571429	3	1.4375	25	30	4	3	5	4	4.5	3	5	2	5	5.28571428571429	4.71428571428571	5
"12/24/15"	"12/24/15"	4.537	3	1	3	2	4	3	1	1	2	3	43.005	3	2	1	1	3	3	2	1	2	3	43.705	1	1	1	2	7	19.552	5	5	3	3	2	4	2	4	5	3	4	4	4	5	2	2	5	4	5	5	36.176	2	1	2	2	2	3	1	3	2	2	3	4	1	4	3	1	39.296	2	2	1	1	19.564	1	1	1	1	1	17.454	1	1	1	1	17.147	1	1	1	1	1	20.303	4	6	5	6	4	6	44.717	1	1	1	1	1	1	1	2	2	2	24.681	5	6	2	5	6	6	6	5	6	2	2	5	6	6	5	1	4	2	6	1	4	33.827	1	44	NA	NA	1	NA	NA	NA	NA	" "	"Puerto Rico"	"English"	5	29.847	1	1	1	1	22.687	1	3.693	1	46.521	197	4	2	3	4	4	2	3	4	4	3	4	3.15	2.66666666666667	2.4	3.1	3.57142857142857	2	3.83333333333333	2.25	11	9	6	4	5	4	4.83333333333333	3	5	2	5.09523809523809	6.14285714285714	4.28571428571429	4.85714285714286
"12/23/15"	"12/23/15"	3.277	2	1	2	1	2	2	3	3	2	3	9.811	1	3	2	3	4	4	2	3	3	2	16.49	2	4	5	4	3	22.585	3	4	3	2	4	4	2	1	3	4	2	3	4	3	2	1	4	4	3	3	9.407	2	3	4	2	3	2	3	2	4	4	4	3	2	1	4	4	14.802	4	3	2	5	11.783	2	4	5	3	4	16.649	5	3	4	3	16.887	2	3	5	4	3	14.84	7	4	5	3	7	6	17.869	1	2	2	1	2	2	2	1	1	2	14.453	4	2	2	3	4	4	5	4	3	5	4	3	5	4	5	4	5	4	4	3	4	13.931	1	23	NA	1	1	NA	NA	NA	NA	" "	"united states"	"english"	3	26.553	1	1	1	1	14.07	1	3.697	1	3.766	198	4	3	4	2	2	4	2	3	2	3	2	2.75	3.33333333333333	3.6	3.05	2.85714285714286	2.85714285714286	3.5	2.9375	32	32	3	6	5	4	4.66666666666667	0	2	2	4.42857142857143	4.57142857142857	4.28571428571429	4.42857142857143
"12/21/15"	"12/21/15"	4.542	2	4	4	4	2	2	3	3	2	2	26.871	3	4	3	3	1	1	3	3	1	1	28.438	5	5	5	6	2	13.688	5	1	3	1	1	4	3	1	5	1	4	4	1	5	1	1	1	1	1	1	16.344	2	1	4	3	1	2	1	2	3	1	1	1	1	1	2	2	32.336	2	2	2	2	11.973	2	1	1	1	1	13.289	2	2	2	1	9.685	2	1	1	1	1	11.872	6	5	5	2	2	5	20.338	1	2	1	2	1	2	2	1	1	1	22.395	6	5	5	6	4	6	1	3	2	1	5	5	6	3	3	1	2	1	6	4	6	18.804	2	30	NA	NA	1	NA	NA	NA	NA	" "	"usa"	"english"	8	17.42	1	1	1	1	11.38	1	3.77	1	9.496	202	1	1	1	2	2	2	1	2	2	2	2	1.6	1.16666666666667	4.6	4.65	5	5	3.83333333333333	1.75	14	13	4	5	5	5	3.83333333333333	0	3	3	6.52380952380952	7.28571428571429	5.71428571428571	6.57142857142857
"12/24/15"	"12/24/15"	21.735	2	1	2	1	2	2	2	2	2	2	143.669	2	4	1	2	2	2	1	1	2	2	98.269	2	2	2	2	2	131.844	2	3	1	2	2	3	5	5	1	5	1	1	2	2	2	5	3	4	4	2	81.847	3	1	1	2	4	2	2	2	1	2	1	2	1	2	3	2	65.255	6	6	4	1	45.676	1	1	4	4	1	35.721	4	4	4	1	25.015	1	1	4	3	1	29.679	2	7	7	7	2	7	42.903	1	2	1	2	2	2	1	1	1	2	72.2	5	5	2	5	5	2	5	5	5	2	5	5	5	5	5	5	5	5	5	3	3	44.636	2	43	NA	NA	1	NA	NA	NA	NA	" "	"usa"	"english"	8	30.28	1	1	1	1	21.694	1	3.898	1	21.433	210	4	3	4	3	3	3	1	4	3	4	4	2.7	3	2	2.25	2.42857142857143	2.85714285714286	1.33333333333333	1.9375	28	23	8	3	3	3	4.33333333333333	-1	2	3	4.66666666666667	5.42857142857143	4.71428571428571	3.85714285714286
"12/21/15"	"12/21/15"	4.105	2	2	3	2	3	3	2	3	2	3	16.668	2	3	3	2	3	3	2	2	4	3	14.972	5	4	5	5	6	14.944	3	4	3	3	3	4	3	4	3	4	3	4	2	3	3	4	3	4	2	3	19.383	3	4	3	3	3	2	3	2	4	3	3	2	4	3	2	3	17.456	4	3	4	6	17.766	1	2	3	1	3	15.366	3	4	3	2	11.083	4	1	2	1	1	12.609	5	3	5	3	5	4	16.335	1	2	1	1	2	2	1	2	2	1	17.699	4	2	3	2	2	3	4	3	4	4	3	4	3	3	5	3	4	3	4	3	2	17.472	2	19	NA	NA	1	NA	NA	NA	NA	" "	"usa"	"english"	5	22.57	1	1	1	1	13.884	1	3.932	1	5.495	211	3	2	3	3	2	3	2	2	3	3	3	2.75	3	5	2.95	3	2.71428571428571	3.16666666666667	2.9375	27	21	5	7	5	6	5.16666666666667	1	3	2	4.38095238095238	4.57142857142857	4.28571428571429	4.28571428571429
"12/22/15"	"12/22/15"	13.214	2	2	1	1	3	3	2	1	2	3	87.349	2	3	1	2	2	3	2	1	1	3	89.088	2	2	3	2	5	44.404	5	2	2	2	1	4	2	5	5	2	4	2	2	5	1	3	4	1	3	2	69.22	3	4	2	3	3	4	2	3	4	3	2	3	2	4	3	2	64.892	4	4	3	3	50.873	2	2	3	3	2	44.278	4	4	4	3	38.205	2	2	3	3	2	39.366	2	1	2	9	9	2	87.603	1	1	1	2	1	1	2	2	1	2	62.237	5	5	3	6	3	5	3	6	1	2	5	5	6	2	3	2	4	2	6	2	5	59.742	1	39	NA	1	1	NA	1	NA	NA	" "	"United States"	"English"	8	59.272	1	2	1	1	39.609	1	3.997	1	122.381	213	3	4	4	3	4	3	2	4	3	3	4	2.95	3	2.8	3.75	4.57142857142857	3.42857142857143	3.16666666666667	2.9375	26	27	8	9	8	8	8.5	2	4	2	5.76190476190476	6.57142857142857	4.71428571428571	6
"12/19/15"	"12/19/15"	3.018	2	2	2	2	3	3	2	2	2	3	45.126	2	2	1	2	3	4	2	2	2	3	56.98	2	1	1	1	1	23.068	3	2	2	2	2	2	1	2	3	1	3	3	2	3	1	2	2	1	2	2	34.75	2	2	4	2	2	1	1	2	2	1	2	1	2	2	2	2	33.58	3	3	3	3	21.035	2	2	2	4	2	22.919	2	2	2	3	15.711	2	2	2	2	2	16.764	6	6	6	5	7	6	27.307	1	2	1	2	1	2	2	2	2	1	31.872	4	4	3	4	4	4	3	5	6	3	5	5	6	4	6	2	3	4	5	3	2	28.353	1	58	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"ENGLISH"	8	26.923	1	1	1	1	11.9	1	4.006	1	14.244	214	3	3	3	3	3	3	3	4	3	3	3	2.95	2.83333333333333	1.2	3.75	3.71428571428571	4.28571428571429	3.16666666666667	1.875	24	19	4	4	4	4	4.66666666666667	2	3	1	4.90476190476191	5.85714285714286	4.85714285714286	4
"12/21/15"	"12/21/15"	1.597	4	2	3	2	2	2	2	3	3	3	35.685	4	4	4	3	4	3	4	4	4	3	24.742	3	3	3	2	2	26.213	5	5	5	3	2	3	5	2	5	2	5	5	3	4	1	5	5	5	3	3	26.688	3	3	2	3	3	1	1	1	3	3	1	1	1	1	1	1	30.027	2	2	1	1	18.167	1	4	4	1	1	16.766	1	1	1	1	8.662	1	1	5	1	1	18.602	7	8	9	9	9	9	34.257	1	1	1	2	2	2	2	2	2	2	21.903	6	4	4	4	4	6	6	4	5	5	6	6	6	3	4	6	5	5	5	3	4	16.907	1	34	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	6	20.003	1	1	1	1	9.589	1	4.02	1	16.9	215	3	2	3	3	2	1	1	1	2	1	1	2.4	2.66666666666667	2.6	3.3	3.57142857142857	3	3.33333333333333	1.8125	17	13	3	2	1	1	4.16666666666667	3	3	0	5	4.85714285714286	5	5.14285714285714
"12/20/15"	"12/20/15"	18.695	2	3	3	2	2	2	4	3	2	2	75.187	3	3	2	2	2	2	2	2	2	2	123.119	5	5	6	6	5	138.868	5	1	5	1	1	5	1	1	5	1	5	5	1	5	1	1	3	1	5	1	26.27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12.959	1	1	1	1	20.414	1	1	1	1	1	20.311	1	1	1	1	10.585	1	1	1	1	1	20.669	7	6	6	3	3	6	29.611	1	1	1	1	1	2	2	2	2	2	29.065	1	6	5	4	2	5	2	2	2	3	5	5	5	3	2	2	2	1	1	4	1	24.968	2	36	NA	NA	1	NA	NA	NA	NA	" "	"United States"	"English"	5	18.298	1	1	1	1	18.032	1	4.062	1	4.147	218	2	2	3	1	2	2	2	3	3	3	3	2.2	2.16666666666667	5.4	4.7	4.42857142857143	4.71428571428571	5	1	9	9	3	4	4	4	3.5	5	5	0	5.47619047619048	4.85714285714286	5.71428571428571	5.85714285714286
