"V8"	"V9"	"T2_3"	"UCLA_1_1"	"UCLA_1_2"	"UCLA_1_3"	"UCLA_1_4"	"UCLA_1_5"	"UCLA_1_6"	"UCLA_1_7"	"UCLA_1_8"	"UCLA_1_9"	"UCLA_1_10"	"T3_3"	"UCLA_2_1"	"UCLA_2_2"	"UCLA_2_3"	"UCLA_2_4"	"UCLA_2_5"	"UCLA_2_6"	"UCLA_2_7"	"UCLA_2_8"	"UCLA_2_9"	"UCLA_2_10"	"T4_3"	"SLWS_1"	"SLWS_2"	"SLWS_3"	"SLWS_4"	"SLWS_5"	"T5_3"	"SE_1_1"	"SE_1_2"	"SE_1_3"	"SE_1_4"	"SE_1_5"	"SE_1_6"	"SE_1_7"	"SE_1_8"	"SE_1_9"	"SE_1_10"	"SE_2_1"	"SE_2_2"	"SE_2_3"	"SE_2_4"	"SE_2_5"	"SE_2_6"	"SE_2_7"	"SE_2_8"	"SE_2_9"	"SE_2_10"	"T6_3"	"Mood_1"	"Mood_2"	"Mood_3"	"Mood_4"	"Mood_5"	"Mood_6"	"Mood_7"	"Mood_8"	"Mood_9"	"Mood_10"	"Mood_11"	"Mood_12"	"Mood_13"	"Mood_14"	"Mood_15"	"Mood_16"	"T7_3"	"Disc_1"	"Disc_2"	"Disc_3"	"Disc_4"	"T8_3"	"Disc_5"	"Disc_6"	"Disc_7"	"Disc_8"	"Disc_9"	"T9_3"	"DiscR_1"	"DiscR_2"	"DiscR_3"	"DiscR_4"	"T10_3"	"DiscR_5"	"DiscR_6"	"DiscR_7"	"DiscR_8"	"DiscR_9"	"T11_3"	"EIS_1"	"EIS_2"	"EIS_3"	"EIS_4"	"EIS_5"	"EIS_6"	"T12_3"	"Well_B_1"	"Well_B_2"	"Well_B_3"	"Well_B_4"	"Well_B_5"	"Well_B_6"	"Well_B_7"	"Well_B_8"	"Well_B_9"	"Well_B_10"	"T13_3"	"Rau_1"	"Rem_2"	"Rsa_6"	"Rau_7"	"Rem_8"	"Rsa_12"	"Rau_13"	"Rem_14"	"Rsa_18"	"Rau_19"	"Rem_20"	"Rsa_24"	"Rau_25"	"Rem_26"	"Rsa_30"	"Rau_31"	"Rem_32"	"Rsa_36"	"Rau_37"	"Rem_38"	"Rsa_42"	"T14_3"	"Sex"	"Age"	"Ethn_1"	"Ethn_2"	"Ethn_3"	"Ethn_4"	"Ethn_5"	"Ethn_6"	"Ethn_7"	"Ethn_7_TEXT"	"Cntry_Orig"	"Prim_Lang"	"Pol_Ori"	"T15_3"	"Interr"	"Distr"	"Privacy"	"Scrn_Size"	"T16_3"	"Debr"	"T17_3"	"end"	"T18_3"	"Subject"	"UCLA_1_1.rev.x"	"UCLA_1_5.rev.x"	"UCLA_1_6.rev.x"	"UCLA_1_9.rev.x"	"UCLA_1_10.rev.x"	"UCLA_2_5.rev.x"	"UCLA_2_6.rev.x"	"UCLA_2_9.rev.x"	"UCLA_2_10.rev.x"	"UCLA_total.x"	"SWLS_total"	"SE_total"	"SE_perf"	"SE_social"	"SE_appear"	"Mood_total"	"PD_general"	"PD_race"	"EI_total"	"WellB_total"	"WellB_PA"	"WellB_NA"	"WellR_total"	"WellR_auto"	"WellR_envir"	"WellR_accept"	"UCLA_1_1.rev.y"	"UCLA_1_5.rev.y"	"UCLA_1_6.rev.y"	"UCLA_1_9.rev.y"	"UCLA_1_10.rev.y"	"UCLA_2_5.rev.y"	"UCLA_2_6.rev.y"	"UCLA_2_9.rev.y"	"UCLA_2_10.rev.y"	"UCLA_total.y"	"SWLS_total"	"SE_total"	"SE_perf"	"SE_social"	"SE_appear"	"Mood_total"	"PD_general"	"PD_race"	"EI_total"	"WellB_total"	"WellB_PA"	"WellB_NA"	"WellR_total"	"WellR_auto"	"WellR_envir"	"WellR_accept"
"12/24/15"	"12/24/15"	4.762	2	3	2	2	3	2	2	2	2	3	38.795	2	3	2	2	2	2	1	2	2	2	31.551	2	2	5	3	2	22.764	4	4	3	2	1	4	3	3	4	2	4	3	3	4	2	2	3	1	2	2	30.777	2	2	4	2	3	3	1	2	3	3	2	3	2	3	2	2	26.954	3	2	2	3	19.179	3	3	3	2	2	14.482	3	3	2	3	11.872	3	3	3	2	2	11.269	6	6	3	5	4	6	20.278	1	1	1	2	1	1	1	1	2	2	19.25	3	3	3	6	3	4	4	3	3	3	5	5	3	4	3	4	3	2	5	3	4	21.066	2	32	NA	NA	1	NA	NA	NA	NA	" "	"United States"	"English"	5	18.476	1	1	1	1	12.881	1	23.664	1	12.652	476	3	2	3	3	2	3	3	3	3	2.4	2.8	3.7	4.28571428571429	3.28571428571429	3.5	2.4375	23	24	4.66666666666667	1	4	3	5.14285714285714	5.14285714285714	4.85714285714286	5.42857142857143	3	2	3	3	2	3	3	3	3	2.4	2.8	3.7	4.28571428571429	3.28571428571429	3.5	2.4375	23	24	4.66666666666667	1	4	3	5.14285714285714	5.14285714285714	4.85714285714286	5.42857142857143
"12/20/15"	"12/20/15"	263.219	2	3	2	3	3	2	2	2	2	2	66.78	2	3	2	3	2	3	1	2	2	2	89.138	5	5	5	3	2	95.11	3	4	3	3	2	3	2	3	3	3	3	2	3	2	1	4	3	3	3	3	132.016	5	4	4	4	4	5	4	4	4	3	3	4	3	2	4	3	31.941	4	4	3	3	250.531	2	3	4	4	3	45.653	3	3	3	3	19.772	3	3	3	3	3	169.461	5	6	6	4	5	6	54.742	2	1	2	2	2	2	2	1	1	1	37.182	2	3	3	4	4	3	4	3	4	4	4	3	4	4	4	4	4	4	4	3	3	26.569	1	28	NA	NA	1	NA	NA	NA	NA	" "	"United States of America"	"english"	7	33.61	1	2	1	2	24.729	1	23.685	1	34.095	477	3	2	3	3	3	3	2	3	3	2.5	4	3	3	3.14285714285714	2.83333333333333	3.75	30	27	4.33333333333333	-2	1	3	4.52380952380952	4.57142857142857	4.71428571428571	4.28571428571429	3	2	3	3	3	3	2	3	3	2.5	4	3	3	3.14285714285714	2.83333333333333	3.75	30	27	4.33333333333333	-2	1	3	4.52380952380952	4.57142857142857	4.71428571428571	4.28571428571429
"12/20/15"	"12/20/15"	7.166	2	3	4	3	2	3	4	2	2	1	44.36	2	2	3	1	2	2	1	2	2	1	35.864	5	5	6	5	5	17.324	4	4	2	2	1	3	3	3	4	2	3	2	4	3	2	3	3	2	2	4	29.264	3	2	2	2	1	3	1	2	2	1	1	4	1	4	1	1	46.218	3	3	3	2	52	4	1	4	2	2	18.089	2	3	3	2	16.37	3	2	3	1	1	32.075	6	6	6	4	4	7	27.286	1	1	1	1	1	1	1	1	2	2	22.347	4	5	5	1	2	6	6	2	2	6	5	4	2	3	4	5	4	3	5	4	4	21.269	1	30	1	NA	NA	NA	NA	NA	NA	" "	"USA"	"English"	8	15.742	1	1	1	1	20.168	1	23.7	1	60.88	478	3	3	2	3	4	3	3	3	4	2.75	5.2	3.2	4	2.85714285714286	2.66666666666667	1.9375	24	20	3.83333333333333	2	5	3	4.85714285714286	3.57142857142857	5.28571428571429	5.71428571428571	3	3	2	3	4	3	3	3	4	2.75	5.2	3.2	4	2.85714285714286	2.66666666666667	1.9375	24	20	3.83333333333333	2	5	3	4.85714285714286	3.57142857142857	5.28571428571429	5.71428571428571
"12/19/15"	"12/19/15"	9.277	2	3	3	3	2	2	3	3	2	2	146.767	2	3	3	3	2	2	3	3	2	2	29.822	4	5	5	6	6	10.961	4	3	2	1	1	3	3	3	5	2	3	2	2	4	1	2	2	1	1	1	58.874	2	2	3	1	1	1	1	1	2	2	2	1	1	1	1	2	46.556	2	2	1	2	21.451	1	1	2	1	1	17.56	1	1	1	1	14.122	1	1	1	1	1	24.953	4	6	5	3	3	5	32.309	1	2	1	1	1	1	2	1	2	2	21.417	2	5	4	6	2	5	2	3	3	2	5	5	5	2	3	2	2	2	5	4	4	14.989	2	47	NA	1	NA	NA	NA	NA	NA	" "	"United States"	"English"	2	39.986	1	1	1	2	16.805	1	23.956	1	22.789	479	3	3	3	3	3	3	3	3	3	2.95	5.2	3.9	4.71428571428571	4	2.83333333333333	1.5	13	9	4.33333333333333	2	4	2	5.76190476190476	6	5.57142857142857	5.71428571428571	3	3	3	3	3	3	3	3	3	2.95	5.2	3.9	4.71428571428571	4	2.83333333333333	1.5	13	9	4.33333333333333	2	4	2	5.76190476190476	6	5.57142857142857	5.71428571428571
"12/21/15"	"12/21/15"	11.086	2	3	4	4	2	3	3	3	3	2	56.003	2	3	3	3	1	1	2	2	1	1	93.989	5	4	5	6	7	165.694	4	3	3	2	2	3	2	2	4	1	4	4	3	4	1	1	2	1	4	3	55.409	3	2	3	2	2	1	1	1	3	1	1	3	1	2	2	1	32.262	1	1	1	1	23.969	1	1	1	1	1	69.383	1	1	1	1	20.511	1	1	1	1	1	13.847	7	7	7	3	3	7	198.273	1	2	1	2	1	2	2	2	2	2	117.092	5	5	5	3	2	5	2	4	2	3	6	6	5	2	1	2	2	1	6	4	5	33.321	2	29	1	NA	NA	NA	NA	NA	NA	" "	"US"	"English"	8	14.106	2	2	1	1	18.578	1	24.147	1	4.889	480	3	3	2	2	3	4	4	4	4	3.05	5.4	3.85	3.85714285714286	3.85714285714286	3.83333333333333	1.8125	9	9	3	3	3	0	6.09523809523809	6	5.57142857142857	6.71428571428571	3	3	2	2	3	4	4	4	4	3.05	5.4	3.85	3.85714285714286	3.85714285714286	3.83333333333333	1.8125	9	9	3	3	3	0	6.09523809523809	6	5.57142857142857	6.71428571428571
"12/20/15"	"12/20/15"	6.125	3	2	2	2	3	3	2	2	3	3	48.11	2	2	2	2	3	3	3	2	3	3	28.97	2	2	2	3	5	102.427	3	2	2	2	2	2	2	3	4	3	3	3	2	3	2	3	3	1	3	2	26.426	2	3	2	3	3	1	2	1	2	2	2	1	1	1	2	1	46.687	5	5	4	4	21.351	2	4	4	2	3	18.882	3	3	3	3	14.134	1	4	4	1	1	16.032	4	6	6	7	7	4	43.735	1	2	1	2	2	1	1	1	1	2	20.67	5	5	2	5	5	4	4	5	2	1	3	4	5	3	5	2	3	3	5	2	3	42.751	2	22	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	7	29.256	1	1	1	1	14.289	1	24.317	1	5.94	481	2	2	2	2	2	2	2	2	2	2.05	2.8	3.4	3.71428571428571	3.57142857142857	2.83333333333333	1.8125	33	23	5.66666666666667	-2	2	4	5.23809523809524	6.14285714285714	4.85714285714286	4.71428571428571	2	2	2	2	2	2	2	2	2	2.05	2.8	3.4	3.71428571428571	3.57142857142857	2.83333333333333	1.8125	33	23	5.66666666666667	-2	2	4	5.23809523809524	6.14285714285714	4.85714285714286	4.71428571428571
"12/24/15"	"12/24/15"	2.119	2	3	3	4	1	1	1	1	1	1	46.259	3	4	2	2	1	1	3	2	2	1	45.412	5	5	4	6	3	56.151	4	5	2	4	4	4	5	5	4	1	5	3	4	4	2	2	5	5	2	5	36.648	3	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	29.609	2	1	2	1	20.432	2	3	5	1	1	37.426	2	2	1	1	24.396	3	1	1	1	1	20.416	7	7	4	3	4	5	30.106	1	1	1	1	1	1	2	2	2	2	20.365	4	5	5	4	1	6	4	1	2	2	6	6	6	2	4	4	5	5	6	6	6	23.336	2	28	NA	NA	NA	1	NA	NA	NA	" "	"usa"	"engish"	8	33.749	1	1	1	1	16.661	1	24.562	1	6.922	482	3	4	4	4	4	4	4	3	4	3.1	4.6	2.75	3	2.14285714285714	3.16666666666667	1.3125	18	13	4	4	5	1	5.80952380952381	5.71428571428571	5.71428571428571	6	3	4	4	4	4	4	4	3	4	3.1	4.6	2.75	3	2.14285714285714	3.16666666666667	1.3125	18	13	4	4	5	1	5.80952380952381	5.71428571428571	5.71428571428571	6
"12/23/15"	"12/23/15"	3.465	2	2	2	2	3	2	1	2	2	2	34.231	2	1	1	1	3	3	2	1	3	3	34.307	2	5	2	2	1	17.404	5	4	1	2	1	3	5	5	4	2	2	1	5	4	4	5	4	2	4	5	28.054	4	3	5	4	2	1	4	4	3	5	5	4	4	2	2	4	32.128	6	5	5	5	13.378	1	4	6	1	1	13.948	5	5	4	1	13.845	1	1	6	1	1	12.207	4	2	2	7	7	5	18.471	2	1	1	2	2	2	1	1	2	1	28.617	1	5	3	2	5	4	6	2	6	5	5	3	2	5	5	6	4	5	2	2	2	19.902	2	23	NA	NA	NA	1	NA	NA	NA	" "	"USA"	"English"	2	14.647	1	1	1	1	13.696	1	24.925	1	10.499	483	3	2	3	3	3	2	2	2	2	1.95	2.4	2.5	4	1.85714285714286	1.5	3.5	34	25	6.83333333333333	-1	2	3	3.9047619047619	2.85714285714286	5.14285714285714	3.71428571428571	3	2	3	3	3	2	2	2	2	1.95	2.4	2.5	4	1.85714285714286	1.5	3.5	34	25	6.83333333333333	-1	2	3	3.9047619047619	2.85714285714286	5.14285714285714	3.71428571428571
"12/21/15"	"12/21/15"	4.042	3	2	2	2	4	2	1	2	2	1	27.264	2	2	4	3	1	2	2	3	2	3	34.342	6	6	6	6	7	17.483	5	2	3	4	3	2	3	3	2	2	3	2	2	4	4	3	4	3	4	4	14.484	4	1	2	2	2	2	1	1	1	2	2	2	1	2	1	1	32.858	1	1	3	5	21.644	1	1	5	1	1	15.985	1	1	1	1	12.238	1	1	2	1	1	19.943	6	3	3	3	6	5	35.057	1	1	1	1	1	1	2	1	2	1	32.555	6	5	3	6	4	5	2	4	5	3	4	5	5	5	4	3	5	6	6	4	3	28.736	1	21	NA	NA	NA	1	NA	NA	NA	" "	"China"	"English"	3	27.814	1	1	1	1	14.305	1	24.976	1	6.356	484	2	1	3	3	4	4	3	3	2	2.5	6.2	2.9	3	3	2.66666666666667	1.6875	19	10	5.33333333333333	2	5	3	5.19047619047619	6.42857142857143	4.71428571428571	4.42857142857143	2	1	3	3	4	4	3	3	2	2.5	6.2	2.9	3	3	2.66666666666667	1.6875	19	10	5.33333333333333	2	5	3	5.19047619047619	6.42857142857143	4.71428571428571	4.42857142857143
"12/19/15"	"12/19/15"	5.348	2	2	3	3	2	2	3	2	3	2	25.369	2	2	2	3	1	3	3	2	2	1	40.69	3	4	2	3	2	14.379	3	4	3	2	1	2	3	2	4	2	3	3	4	4	2	2	4	1	2	2	22.469	1	1	2	2	2	1	2	2	2	2	2	1	1	2	2	2	41.707	4	4	3	3	42.584	2	3	4	2	2	20.27	3	3	2	1	23.309	1	1	3	3	2	19.734	3	7	5	7	6	5	24.107	1	2	1	2	1	2	1	1	2	1	36.256	2	3	3	2	5	4	5	3	5	2	4	5	6	4	5	5	3	5	3	4	2	21.076	2	34	NA	1	NA	NA	NA	NA	NA	" "	"United States"	"English"	7	25.14	1	1	1	1	13.622	1	25.064	1	54.18	485	3	3	3	2	3	4	2	3	4	2.7	2.8	3.45	4.14285714285714	3.14285714285714	3	1.6875	27	19	5.5	0	3	3	4.57142857142857	4.42857142857143	5.14285714285714	4.14285714285714	3	3	3	2	3	4	2	3	4	2.7	2.8	3.45	4.14285714285714	3.14285714285714	3	1.6875	27	19	5.5	0	3	3	4.57142857142857	4.42857142857143	5.14285714285714	4.14285714285714
"12/20/15"	"12/20/15"	22.321	2	3	4	3	2	2	3	3	1	2	116.537	3	4	3	4	1	2	4	3	1	1	45.901	7	7	6	7	7	65.795	4	2	4	2	1	4	2	2	2	1	4	4	3	3	2	1	1	2	1	4	58.336	1	1	4	1	2	1	1	1	2	1	1	2	1	1	1	1	64.331	1	1	1	1	88.873	3	1	2	1	1	46.7	1	1	1	1	22.999	1	1	1	2	1	30.714	6	5	4	3	2	6	93.881	1	1	1	2	1	2	2	1	2	2	32.242	6	6	6	5	2	5	6	1	1	2	6	6	6	2	1	1	1	1	6	6	4	27.934	2	35	1	NA	NA	NA	NA	NA	NA	" "	"USA"	"English"	3	42.114	1	2	1	1	23.595	1	25.447	1	16.022	486	3	3	3	4	3	4	3	4	4	3.4	6.8	3.95	3.85714285714286	3.85714285714286	4.16666666666667	1.375	12	10	4	3	4	1	6.57142857142857	6.28571428571429	6.57142857142857	6.85714285714286	3	3	3	4	3	4	3	4	4	3.4	6.8	3.95	3.85714285714286	3.85714285714286	4.16666666666667	1.375	12	10	4	3	4	1	6.57142857142857	6.28571428571429	6.57142857142857	6.85714285714286
"12/21/15"	"12/21/15"	3.852	1	1	1	1	1	1	1	1	1	1	19.464	2	4	4	1	4	3	4	2	3	1	38.767	7	7	7	7	7	13.749	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	75.312	5	5	5	1	1	5	1	1	5	1	1	5	1	5	1	1	42.78	6	1	1	1	20.202	1	1	1	1	1	20.803	6	5	6	6	10.482	6	5	6	6	6	15.16	8	8	8	8	8	8	22.065	1	1	1	1	1	1	1	2	2	2	19.7	6	6	6	6	6	6	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	14.956	1	26	NA	NA	1	NA	NA	NA	NA	" "	"Us"	"English"	5	36.67	1	1	1	2	29.381	1	25.767	1	7.439	487	4	4	4	4	4	1	2	2	4	2.55	7	3.6	3.85714285714286	2.71428571428571	4.33333333333333	2.75	14	52	4	3	5	2	5.38095238095238	5.85714285714286	5.14285714285714	5.14285714285714	4	4	4	4	4	1	2	2	4	2.55	7	3.6	3.85714285714286	2.71428571428571	4.33333333333333	2.75	14	52	4	3	5	2	5.38095238095238	5.85714285714286	5.14285714285714	5.14285714285714
"12/19/15"	"12/19/15"	7.235	2	3	3	3	2	2	3	3	2	2	86.707	3	3	2	3	2	2	3	3	2	2	46.761	6	6	6	6	6	24.756	4	1	3	2	1	4	2	2	4	1	4	3	1	4	1	2	3	2	2	1	35.318	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	28.713	3	3	3	3	19.532	3	2	3	3	2	24.822	3	3	3	3	12.74	3	1	3	3	1	17.145	7	7	7	7	6	6	35.309	1	1	1	1	1	2	2	2	2	2	29.883	5	4	6	5	2	6	2	2	2	2	5	6	6	2	2	2	2	2	6	6	6	27.213	2	48	NA	1	NA	NA	NA	NA	NA	" "	"USA"	"English"	7	24.34	1	1	1	1	19.584	1	25.992	1	5.123	488	3	3	3	3	3	3	3	3	3	2.95	6	4.15	4.14285714285714	4.57142857142857	3.66666666666667	1.0625	25	23	4.33333333333333	5	5	0	6.42857142857143	6.57142857142857	5.85714285714286	6.85714285714286	3	3	3	3	3	3	3	3	3	2.95	6	4.15	4.14285714285714	4.57142857142857	3.66666666666667	1.0625	25	23	4.33333333333333	5	5	0	6.42857142857143	6.57142857142857	5.85714285714286	6.85714285714286
"12/19/15"	"12/19/15"	10.344	1	2	3	2	1	1	2	2	2	1	55.895	2	1	3	2	2	1	4	2	4	2	39.721	4	4	6	6	7	16.465	5	2	5	3	1	3	1	3	4	1	5	3	1	5	1	2	3	1	1	1	30.648	1	1	4	3	3	2	1	1	3	1	2	1	3	3	1	1	36.369	1	1	1	3	27.996	1	1	3	1	1	23.753	1	1	1	3	18.271	1	1	1	1	1	13.374	6	7	4	4	5	5	29.422	1	1	1	1	1	2	2	2	2	2	32.762	5	4	6	3	2	5	2	3	3	1	5	6	5	4	2	2	3	2	5	3	2	30.999	2	45	NA	NA	1	NA	NA	NA	NA	" "	"1970"	"english"	7	21.224	1	1	1	1	9.883	1	26.126	1	4.767	489	4	4	4	3	4	3	4	1	3	2.75	5.4	4.35	4.57142857142857	4.28571428571429	4.16666666666667	1.9375	13	11	4.5	5	5	0	5.66666666666667	6.14285714285714	4.85714285714286	6	4	4	4	3	4	3	4	1	3	2.75	5.4	4.35	4.57142857142857	4.28571428571429	4.16666666666667	1.9375	13	11	4.5	5	5	0	5.66666666666667	6.14285714285714	4.85714285714286	6
"12/24/15"	"12/24/15"	4.228	4	2	2	2	4	4	2	1	4	4	27.82	2	2	2	1	4	4	1	1	3	3	32.816	3	2	3	4	2	17.753	3	4	1	3	3	1	5	4	4	3	3	1	5	3	3	5	5	1	3	4	24.883	3	2	5	4	4	4	3	3	3	2	2	2	2	2	4	4	28.243	4	4	3	3	17.874	1	3	4	1	3	17.636	3	3	1	1	15.459	1	3	3	1	1	17.49	1	1	1	7	9	1	19.208	1	2	2	2	2	1	1	1	1	1	21.828	3	3	3	4	6	4	6	6	5	3	4	3	4	6	5	4	5	6	3	2	1	22.473	2	34	NA	NA	NA	1	NA	NA	NA	" "	"United States"	"English"	7	23.559	1	1	1	1	13.211	1	26.934	1	6.185	490	1	1	1	1	1	1	1	2	2	1.45	2.8	2.3	3.42857142857143	2	1.33333333333333	3.0625	26	17	8.66666666666667	-4	1	5	4	4.42857142857143	4	3.57142857142857	1	1	1	1	1	1	1	2	2	1.45	2.8	2.3	3.42857142857143	2	1.33333333333333	3.0625	26	17	8.66666666666667	-4	1	5	4	4.42857142857143	4	3.57142857142857
"12/21/15"	"12/21/15"	15.807	2	1	4	3	1	3	3	3	1	3	90.776	2	3	4	3	3	1	2	3	1	1	92.012	2	2	4	6	5	54.982	4	1	2	2	1	4	3	2	4	1	4	2	1	4	1	2	1	1	2	1	57.213	3	2	4	1	2	2	1	2	2	1	1	2	1	2	1	2	63.641	1	1	1	2	30.978	1	1	3	1	1	39.312	1	1	1	3	28.254	1	1	2	1	1	45.759	5	1	1	9	9	1	53.793	1	1	1	2	1	2	2	1	2	2	56.492	4	3	3	6	6	6	1	1	3	3	6	6	6	3	1	5	5	1	6	3	6	57.981	1	31	NA	NA	NA	1	NA	NA	NA	" "	"india"	"urdu"	5	39.556	1	1	1	1	43.663	1	27.346	1	17.453	491	3	4	2	4	2	2	4	4	4	3	3.8	4.15	4.28571428571429	4.85714285714286	3.16666666666667	1.8125	12	12	8.33333333333333	3	4	1	6.09523809523809	6.14285714285714	5.57142857142857	6.57142857142857	3	4	2	4	2	2	4	4	4	3	3.8	4.15	4.28571428571429	4.85714285714286	3.16666666666667	1.8125	12	12	8.33333333333333	3	4	1	6.09523809523809	6.14285714285714	5.57142857142857	6.57142857142857
"12/22/15"	"12/22/15"	11.066	2	2	1	2	2	2	3	3	2	2	59.079	2	2	1	2	3	3	2	2	3	3	48.256	2	3	2	2	3	32.017	3	4	1	3	2	3	2	4	3	3	2	2	4	3	2	2	4	3	2	4	28.136	3	4	1	3	2	3	2	3	5	3	4	1	4	1	2	3	49.733	3	3	2	3	24.949	2	2	5	3	2	22.818	4	4	4	1	19.952	2	3	4	4	2	20.015	4	5	5	4	8	5	37.761	1	1	2	1	1	1	2	1	1	1	43.595	4	2	3	3	4	2	5	3	4	4	2	3	4	4	5	2	4	4	3	2	3	24.305	2	19	NA	NA	NA	1	NA	NA	NA	" "	"Mongolia"	"English"	7	342.512	1	2	1	1	26.779	1	27.351	1	13.048	492	3	3	3	3	3	2	2	2	2	2.25	2.4	2.8	3.28571428571429	2.42857142857143	2.66666666666667	2.75	25	28	5.5	0	4	4	4.28571428571429	4.71428571428571	4.14285714285714	4	3	3	3	3	3	2	2	2	2	2.25	2.4	2.8	3.28571428571429	2.42857142857143	2.66666666666667	2.75	25	28	5.5	0	4	4	4.28571428571429	4.71428571428571	4.14285714285714	4
"12/21/15"	"12/21/15"	5.036	3	2	2	2	3	3	2	1	3	2	27.384	2	2	1	2	2	3	2	2	2	3	29.986	4	5	4	4	2	15.253	3	3	3	2	2	3	3	3	2	3	3	3	2	3	3	2	2	4	3	3	20.002	4	4	5	4	3	4	3	5	4	3	3	4	4	5	4	4	27.351	3	4	3	3	51.076	3	3	4	2	2	17.161	3	3	3	4	9.326	3	3	3	2	2	9.839	3	4	4	8	8	2	18.465	2	2	2	2	2	2	1	1	1	2	17.323	3	3	2	3	5	3	2	5	5	3	5	3	4	5	5	3	3	5	5	4	2	13.426	1	38	1	NA	NA	NA	NA	NA	NA	" "	"USA"	"English"	7	15.277	1	1	1	1	13.919	1	27.835	1	10.997	493	2	2	2	2	3	3	2	3	2	2.05	3.8	3.15	3	3.28571428571429	3.16666666666667	3.9375	27	26	7.16666666666667	-3	0	3	4.57142857142857	5.28571428571429	4.85714285714286	3.57142857142857	2	2	2	2	3	3	2	3	2	2.05	3.8	3.15	3	3.28571428571429	3.16666666666667	3.9375	27	26	7.16666666666667	-3	0	3	4.57142857142857	5.28571428571429	4.85714285714286	3.57142857142857
"12/23/15"	"12/23/15"	6.461	2	2	2	2	2	2	2	1	2	1	32.353	2	2	2	1	2	3	3	2	3	3	33.394	6	3	6	6	6	18.041	4	2	4	2	1	3	1	2	4	2	4	4	2	5	1	2	2	1	3	1	38.848	2	1	2	2	1	1	1	2	3	2	2	2	2	2	2	1	21.062	3	3	3	3	11.807	4	3	3	3	3	14.573	3	3	3	3	14.633	4	4	4	2	2	14.935	5	3	3	7	7	9	24.189	1	1	1	1	1	2	1	1	1	2	19.273	5	5	5	5	3	5	2	4	2	4	5	5	5	5	4	2	2	4	6	6	6	17.396	1	38	NA	NA	1	NA	NA	NA	NA	" "	"UNITED STATES"	"ENGLISH"	2	20.587	1	1	1	1	14.603	1	28.071	1	16.027	494	3	3	3	3	4	3	2	2	2	2.3	5.4	4.2	4.28571428571429	4.28571428571429	4	1.75	28	28	5.66666666666667	2	5	3	5.80952380952381	6.14285714285714	5.42857142857143	5.85714285714286	3	3	3	3	4	3	2	2	2	2.3	5.4	4.2	4.28571428571429	4.28571428571429	4	1.75	28	28	5.66666666666667	2	5	3	5.80952380952381	6.14285714285714	5.42857142857143	5.85714285714286
"12/22/15"	"12/22/15"	2.987	4	1	1	1	3	4	3	1	4	4	46.135	1	1	1	1	4	4	1	1	4	4	43.551	4	6	2	2	1	69.456	3	4	2	3	1	2	4	4	3	3	3	3	3	3	2	2	3	1	2	1	41.574	5	1	5	4	4	4	4	4	4	4	1	4	4	4	4	1	34.933	1	1	1	1	21.54	1	1	1	1	1	17.955	3	2	3	1	32.542	1	1	1	1	1	17.338	5	5	5	5	5	5	39.945	2	2	2	2	2	2	1	2	1	2	24.203	5	3	2	2	5	2	6	5	5	1	5	1	2	3	5	1	5	6	5	1	2	43.002	2	21	NA	NA	1	NA	NA	NA	NA	" "	"u.s.a"	"english"	2	32.28	1	1	1	1	15.812	1	28.539	1	5.699	495	1	2	1	1	1	1	1	1	1	1.15	3	3.2	3.71428571428571	3.14285714285714	2.66666666666667	3.5625	9	14	5	-2	0	2	4.19047619047619	5.14285714285714	4.42857142857143	3	1	2	1	1	1	1	1	1	1	1.15	3	3.2	3.71428571428571	3.14285714285714	2.66666666666667	3.5625	9	14	5	-2	0	2	4.19047619047619	5.14285714285714	4.42857142857143	3
"12/24/15"	"12/24/15"	4.109	2	1	1	2	2	2	2	2	2	3	86.529	2	2	1	2	3	3	2	1	3	3	69.89	3	3	2	3	2	30.959	4	3	3	3	1	5	3	4	3	3	3	3	3	4	2	2	4	2	3	3	46.057	4	2	5	2	2	4	4	3	5	3	1	2	1	4	2	2	64.287	5	5	3	4	33.823	4	1	4	4	3	28.283	2	2	1	3	36.396	3	2	3	1	1	27.093	7	8	8	3	6	7	44.867	1	1	1	1	1	1	2	1	1	2	70.264	6	4	4	4	5	4	4	3	6	3	6	6	5	6	4	2	4	5	6	3	4	56.675	1	22	NA	NA	1	NA	NA	NA	1	"black and white"	"USA"	"English"	6	54.967	1	1	1	1	29.238	1	28.742	1	281.098	496	3	3	3	3	2	2	2	2	2	2	2.6	3.35	3.71428571428571	2.85714285714286	3.5	2.875	33	18	3.16666666666667	2	5	3	5.23809523809524	6	5	4.71428571428571	3	3	3	3	2	2	2	2	2	2	2.6	3.35	3.71428571428571	2.85714285714286	3.5	2.875	33	18	3.16666666666667	2	5	3	5.23809523809524	6	5	4.71428571428571
