"V8"	"V9"	"T2_3"	"UCLA_1_1"	"UCLA_1_2"	"UCLA_1_3"	"UCLA_1_4"	"UCLA_1_5"	"UCLA_1_6"	"UCLA_1_7"	"UCLA_1_8"	"UCLA_1_9"	"UCLA_1_10"	"T3_3"	"UCLA_2_1"	"UCLA_2_2"	"UCLA_2_3"	"UCLA_2_4"	"UCLA_2_5"	"UCLA_2_6"	"UCLA_2_7"	"UCLA_2_8"	"UCLA_2_9"	"UCLA_2_10"	"T4_3"	"SLWS_1"	"SLWS_2"	"SLWS_3"	"SLWS_4"	"SLWS_5"	"T5_3"	"SE_1_1"	"SE_1_2"	"SE_1_3"	"SE_1_4"	"SE_1_5"	"SE_1_6"	"SE_1_7"	"SE_1_8"	"SE_1_9"	"SE_1_10"	"SE_2_1"	"SE_2_2"	"SE_2_3"	"SE_2_4"	"SE_2_5"	"SE_2_6"	"SE_2_7"	"SE_2_8"	"SE_2_9"	"SE_2_10"	"T6_3"	"Mood_1"	"Mood_2"	"Mood_3"	"Mood_4"	"Mood_5"	"Mood_6"	"Mood_7"	"Mood_8"	"Mood_9"	"Mood_10"	"Mood_11"	"Mood_12"	"Mood_13"	"Mood_14"	"Mood_15"	"Mood_16"	"T7_3"	"Disc_1"	"Disc_2"	"Disc_3"	"Disc_4"	"T8_3"	"Disc_5"	"Disc_6"	"Disc_7"	"Disc_8"	"Disc_9"	"T9_3"	"DiscR_1"	"DiscR_2"	"DiscR_3"	"DiscR_4"	"T10_3"	"DiscR_5"	"DiscR_6"	"DiscR_7"	"DiscR_8"	"DiscR_9"	"T11_3"	"EIS_1"	"EIS_2"	"EIS_3"	"EIS_4"	"EIS_5"	"EIS_6"	"T12_3"	"Well_B_1"	"Well_B_2"	"Well_B_3"	"Well_B_4"	"Well_B_5"	"Well_B_6"	"Well_B_7"	"Well_B_8"	"Well_B_9"	"Well_B_10"	"T13_3"	"Rau_1"	"Rem_2"	"Rsa_6"	"Rau_7"	"Rem_8"	"Rsa_12"	"Rau_13"	"Rem_14"	"Rsa_18"	"Rau_19"	"Rem_20"	"Rsa_24"	"Rau_25"	"Rem_26"	"Rsa_30"	"Rau_31"	"Rem_32"	"Rsa_36"	"Rau_37"	"Rem_38"	"Rsa_42"	"T14_3"	"Sex"	"Age"	"Ethn_1"	"Ethn_2"	"Ethn_3"	"Ethn_4"	"Ethn_5"	"Ethn_6"	"Ethn_7"	"Ethn_7_TEXT"	"Cntry_Orig"	"Prim_Lang"	"Pol_Ori"	"T15_3"	"Interr"	"Distr"	"Privacy"	"Scrn_Size"	"T16_3"	"Debr"	"T17_3"	"end"	"T18_3"	"Subject"	"UCLA_1_1.rev.x"	"UCLA_1_5.rev.x"	"UCLA_1_6.rev.x"	"UCLA_1_9.rev.x"	"UCLA_1_10.rev.x"	"UCLA_2_5.rev.x"	"UCLA_2_6.rev.x"	"UCLA_2_9.rev.x"	"UCLA_2_10.rev.x"	"UCLA_total.x"	"SWLS_total"	"SE_total"	"SE_perf"	"SE_social"	"SE_appear"	"Mood_total"	"PD_general"	"PD_race"	"EI_total"	"WellB_total"	"WellB_PA"	"WellB_NA"	"WellR_total"	"WellR_auto"	"WellR_envir"	"WellR_accept"	"UCLA_1_1.rev.y"	"UCLA_1_5.rev.y"	"UCLA_1_6.rev.y"	"UCLA_1_9.rev.y"	"UCLA_1_10.rev.y"	"UCLA_2_5.rev.y"	"UCLA_2_6.rev.y"	"UCLA_2_9.rev.y"	"UCLA_2_10.rev.y"	"UCLA_total.y"	"SWLS_total"	"SE_total"	"SE_perf"	"SE_social"	"SE_appear"	"Mood_total"	"PD_general"	"PD_race"	"EI_total"	"WellB_total"	"WellB_PA"	"WellB_NA"	"WellR_total"	"WellR_auto"	"WellR_envir"	"WellR_accept"
"12/20/15"	"12/20/15"	19.856	2	2	1	2	2	2	2	2	2	2	109.926	2	1	2	2	2	2	1	2	2	2	314.527	5	5	5	5	6	20.514	4	2	2	2	1	3	2	2	3	2	3	2	3	3	2	2	4	3	2	2	29.477	1	1	2	1	2	2	1	1	2	1	1	3	2	4	2	1	39.22	2	2	2	4	12.165	3	2	4	2	3	48.116	2	2	2	4	73.997	3	2	4	2	3	11.827	7	6	6	7	8	5	71.453	1	1	1	1	1	2	1	1	1	2	17.797	5	5	5	6	3	5	5	6	2	3	5	6	5	3	2	4	3	5	6	5	5	172.929	2	26	NA	NA	1	NA	NA	NA	NA	" "	"usa"	"english"	8	15.347	1	1	1	1	10.805	1	1.847	1	3.393	97	3	3	3	3	3	3	3	3	3	2.3	5.2	3.45	3.71428571428571	3.57142857142857	3	1.6875	24	24	5.16666666666667	2	5	3	5.61904761904762	5.71428571428571	5.14285714285714	6	3	3	3	3	3	3	3	3	3	2.3	5.2	3.45	3.71428571428571	3.57142857142857	3	1.6875	24	24	5.16666666666667	2	5	3	5.61904761904762	5.71428571428571	5.14285714285714	6
"12/21/15"	"12/21/15"	38.462	2	3	2	2	3	2	3	3	2	2	8.816	4	3	3	4	3	3	4	4	3	4	9.885	5	5	6	5	5	18.31	3	3	2	3	4	3	3	2	3	3	4	3	3	2	3	3	4	4	3	3	195.529	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13.282	4	3	3	3	73.759	4	3	3	4	2	8.537	4	3	3	4	66.601	3	3	3	2	3	6.077	5	4	4	5	4	5	10.563	2	2	2	2	2	2	2	2	2	2	147.625	4	3	4	4	3	4	3	4	4	3	4	3	3	4	4	4	3	4	3	4	4	19.526	1	22	1	NA	NA	NA	NA	NA	NA	" "	"usa"	"english"	5	15.423	1	1	1	1	14.808	1	1.851	1	2.907	98	3	2	3	3	3	2	2	2	1	2.8	5.2	2.85	2.57142857142857	3	3	1	29	28	5.16666666666667	0	0	0	4.76190476190476	4.85714285714286	4.71428571428571	4.71428571428571	3	2	3	3	3	2	2	2	1	2.8	5.2	2.85	2.57142857142857	3	3	1	29	28	5.16666666666667	0	0	0	4.76190476190476	4.85714285714286	4.71428571428571	4.71428571428571
"12/22/15"	"12/22/15"	2.911	2	2	2	2	3	3	3	2	2	2	5.686	3	2	2	2	2	2	2	3	2	2	7.756	4	4	4	3	3	6.807	2	2	3	3	3	3	3	3	2	2	3	4	3	3	3	3	3	3	3	4	7.389	3	3	3	3	2	2	2	3	2	2	2	3	2	3	2	3	8.084	3	3	3	3	6.536	4	4	3	3	3	4.941	4	3	4	3	6.175	4	3	3	3	3	5.875	5	4	5	4	5	5	6.876	1	1	1	2	2	2	2	1	1	1	5.159	4	4	3	3	4	3	3	3	4	3	3	3	3	3	4	3	3	4	3	3	3	7.381	1	28	NA	NA	NA	1	NA	NA	NA	" "	"usa"	"english"	5	13.809	1	1	1	1	7.737	1	1.917	1	2.44	99	3	2	2	3	3	3	3	3	3	2.5	3.6	3	2.71428571428571	3.14285714285714	3.16666666666667	2.5	29	30	5	0	3	3	4.71428571428571	4.85714285714286	5	4.28571428571429	3	2	2	3	3	3	3	3	3	2.5	3.6	3	2.71428571428571	3.14285714285714	3.16666666666667	2.5	29	30	5	0	3	3	4.71428571428571	4.85714285714286	5	4.28571428571429
"12/19/15"	"12/19/15"	2.732	2	3	3	3	2	2	4	3	2	2	34.081	3	3	3	3	2	2	3	3	2	2	24.421	6	6	5	5	1	10.735	3	2	3	1	1	2	1	2	3	1	4	4	1	3	1	1	1	1	1	1	21.082	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	19.577	2	2	2	2	16.294	2	2	3	2	2	14.454	2	2	2	2	10.203	1	2	2	2	1	15.509	5	7	7	5	3	7	26.883	1	1	1	2	1	2	2	2	2	2	26.437	4	5	4	5	2	5	2	2	2	2	5	5	5	2	1	2	2	2	5	4	4	19.25	1	33	NA	NA	NA	1	NA	NA	NA	" "	"USA"	"English"	5	13.007	1	1	1	1	13.845	1	1.932	1	10.328	100	3	3	3	3	3	3	3	3	3	3.05	4.6	4.25	4.14285714285714	4.71428571428571	3.83333333333333	1.25	19	16	3.66666666666667	4	4	0	6	6.14285714285714	5.71428571428571	6.14285714285714	3	3	3	3	3	3	3	3	3	3.05	4.6	4.25	4.14285714285714	4.71428571428571	3.83333333333333	1.25	19	16	3.66666666666667	4	4	0	6	6.14285714285714	5.71428571428571	6.14285714285714
"12/20/15"	"12/20/15"	6.783	2	3	3	3	2	2	2	3	3	2	9.827	3	2	2	3	3	3	2	2	2	3	10.638	4	3	3	4	4	8.501	3	2	2	3	3	3	3	2	3	3	3	2	3	3	3	4	4	3	3	3	17.718	3	2	2	1	1	2	2	2	3	3	2	2	2	2	2	1	26.995	3	3	2	2	16.546	1	1	1	1	1	11.42	2	2	1	1	19.461	1	1	1	1	1	15.301	6	6	5	6	6	5	10.492	2	1	1	1	2	2	1	1	2	2	13.405	3	4	4	3	4	4	4	3	3	4	3	4	4	4	3	3	3	4	4	3	3	11.655	1	41	NA	NA	1	NA	NA	NA	NA	" "	"canada"	"english"	4	25.525	1	1	1	1	6.837	1	1.94	1	15.512	101	3	3	3	2	3	2	2	3	2	2.55	3.6	2.9	3	3.14285714285714	2.5	2	15	11	5	1	3	2	4.85714285714286	4.71428571428571	4.85714285714286	5	3	3	3	2	3	2	2	3	2	2.55	3.6	2.9	3	3.14285714285714	2.5	2	15	11	5	1	3	2	4.85714285714286	4.71428571428571	4.85714285714286	5
"12/19/15"	"12/19/15"	7.437	1	2	3	2	1	2	3	3	2	2	28.337	2	2	2	2	2	2	2	2	2	2	15.13	5	5	5	5	4	7.907	3	2	3	3	3	3	2	2	3	2	3	3	2	3	2	2	2	2	2	3	18.4	3	3	2	2	2	3	2	3	3	2	2	3	2	2	2	2	20.387	4	4	4	3	18.376	3	3	3	3	2	20.159	3	3	3	3	6.194	2	2	2	2	2	8.311	7	7	7	4	3	5	13.026	1	1	1	1	1	1	1	1	1	1	12.298	4	4	4	4	4	5	4	2	3	3	4	4	5	3	2	3	3	3	3	4	4	8.321	1	23	1	1	NA	NA	NA	NA	NA	" "	"United States"	"English"	5	12.616	1	1	1	1	10.096	1	1.962	1	6.795	102	4	4	3	3	3	3	3	3	3	2.7	4.8	3.5	3.28571428571429	3.85714285714286	3.33333333333333	2.375	29	22	3.5	0	5	5	5.38095238095238	5.14285714285714	5.42857142857143	5.57142857142857	4	4	3	3	3	3	3	3	3	2.7	4.8	3.5	3.28571428571429	3.85714285714286	3.33333333333333	2.375	29	22	3.5	0	5	5	5.38095238095238	5.14285714285714	5.42857142857143	5.57142857142857
"12/19/15"	"12/19/15"	1.749	3	3	2	3	3	2	2	2	3	3	8.014	3	2	2	3	2	2	3	3	2	2	7.199	6	3	5	5	6	6.798	4	2	2	4	3	2	3	4	4	2	2	3	4	4	3	2	3	3	4	4	6.656	2	3	4	4	2	2	3	3	4	4	2	2	4	4	4	4	10.481	5	4	5	4	7.357	2	4	5	4	5	6.702	5	4	3	5	5.592	5	3	3	5	3	5.904	7	4	6	6	7	4	22.109	1	2	2	1	1	2	2	2	1	1	7.625	5	3	3	3	3	5	3	3	3	3	5	3	3	5	4	5	3	3	5	4	5	7.021	1	25	1	1	1	NA	NA	NA	NA	" "	"USA"	"English"	2	144.183	1	1	1	1	7.168	1	1.984	1	6.499	103	2	2	3	2	2	3	3	3	3	2.55	5	2.9	3.14285714285714	2.85714285714286	2.66666666666667	3.1875	38	36	5.33333333333333	1	3	2	5	5	4.85714285714286	5.14285714285714	2	2	3	2	2	3	3	3	3	2.55	5	2.9	3.14285714285714	2.85714285714286	2.66666666666667	3.1875	38	36	5.33333333333333	1	3	2	5	5	4.85714285714286	5.14285714285714
"12/19/15"	"12/19/15"	1.584	2	1	3	2	4	2	3	1	2	4	7.043	2	3	2	4	3	1	3	2	3	2	8.019	6	2	4	6	3	9.105	5	3	3	5	4	2	3	4	5	3	2	5	1	3	2	5	3	4	2	3	6.934	5	2	3	1	2	4	3	1	2	4	3	1	2	4	3	1	17.559	5	3	2	5	6.438	5	3	2	5	3	6.587	3	5	5	2	5.664	2	5	4	2	5	5.879	8	5	7	4	7	6	7.767	2	1	2	1	1	2	1	2	1	1	11.777	4	3	4	3	5	4	2	5	3	2	5	3	5	4	3	2	4	2	5	3	2	9.021	1	27	NA	1	NA	NA	NA	NA	NA	" "	"USA"	"English"	8	12.542	1	1	1	1	10.81	1	1.99	1	232.581	104	3	1	3	3	1	2	4	2	3	2.4	4.2	3.05	3.14285714285714	3.28571428571429	2.66666666666667	2.5625	33	33	4.16666666666667	0	3	3	5.19047619047619	5.85714285714286	4.71428571428571	5	3	1	3	3	1	2	4	2	3	2.4	4.2	3.05	3.14285714285714	3.28571428571429	2.66666666666667	2.5625	33	33	4.16666666666667	0	3	3	5.19047619047619	5.85714285714286	4.71428571428571	5
"12/21/15"	"12/21/15"	2.576	2	2	3	3	2	2	3	2	2	2	45.104	3	3	3	3	3	2	2	3	2	2	20.63	6	6	6	6	6	9.158	4	3	4	3	4	3	2	3	4	2	4	4	3	4	2	2	3	2	2	3	17.762	3	2	3	1	1	1	1	1	3	2	2	1	1	1	1	1	20.421	2	2	2	2	11.65	3	2	4	1	1	13.83	1	1	1	1	8.731	1	1	1	1	1	8.668	7	7	7	2	5	7	15.716	1	1	1	2	1	1	1	1	1	1	15.617	4	5	5	4	4	5	5	2	2	4	5	5	4	3	2	2	2	2	5	5	4	21.178	2	21	NA	1	NA	1	NA	NA	NA	" "	"USA"	"English"	6	16.223	1	1	1	1	8.367	1	2.045	1	3.038	105	3	3	3	3	3	2	3	3	3	2.8	6	3.55	3.57142857142857	3.28571428571429	3.83333333333333	1.5625	19	9	3.16666666666667	-1	4	5	5.76190476190476	5.14285714285714	6	6.14285714285714	3	3	3	3	3	2	3	3	3	2.8	6	3.55	3.57142857142857	3.28571428571429	3.83333333333333	1.5625	19	9	3.16666666666667	-1	4	5	5.76190476190476	5.14285714285714	6	6.14285714285714
"12/19/15"	"12/19/15"	1.922	3	2	3	4	4	2	3	2	3	2	4.982	2	2	4	4	3	3	4	2	4	3	6.595	5	3	6	4	5	5.494	3	3	4	3	4	5	4	3	4	3	3	2	4	3	5	4	3	4	2	4	6.115	3	2	4	3	5	4	3	4	2	3	2	4	3	5	4	3	9.497	5	4	4	3	5.248	4	3	5	5	3	6.176	4	3	5	6	5.492	4	3	5	4	5	5.824	6	5	8	5	8	5	7.427	1	2	1	2	2	1	1	2	1	2	6.054	4	2	6	4	4	5	3	4	3	4	5	3	5	3	5	4	3	5	3	5	6	8.044	2	33	NA	NA	1	NA	NA	NA	NA	" "	"US"	"English"	7	11.625	1	1	1	1	5.35	1	2.065	1	2.687	106	2	1	3	2	3	2	2	1	2	2.5	4.6	2.8	3	2.42857142857143	3	3.375	36	39	4.83333333333333	-1	2	3	5.14285714285714	5	5.14285714285714	5.28571428571429	2	1	3	2	3	2	2	1	2	2.5	4.6	2.8	3	2.42857142857143	3	3.375	36	39	4.83333333333333	-1	2	3	5.14285714285714	5	5.14285714285714	5.28571428571429
"12/19/15"	"12/19/15"	1.169	2	3	2	3	2	2	2	3	2	2	14.63	3	3	3	4	4	3	2	3	3	2	11.127	5	5	5	5	2	9.738	4	4	3	3	2	3	3	2	4	4	4	3	3	3	2	2	3	2	2	2	17.489	3	2	3	2	2	2	1	2	3	2	1	2	1	3	2	1	23.434	3	3	2	2	7.728	1	2	3	3	2	7.669	2	2	2	1	7.778	1	1	2	2	2	7.973	3	3	3	6	6	6	9.986	1	1	1	2	1	2	2	1	2	2	18.403	5	4	4	4	4	5	2	2	2	1	6	5	6	3	2	1	3	2	3	5	4	10.71	1	32	NA	1	NA	NA	NA	NA	NA	" "	"US"	"english"	4	12.534	1	1	1	1	5.014	1	2.069	1	4.363	107	3	3	3	3	3	1	2	2	3	2.7	4.4	3.4	3.71428571428571	3.14285714285714	3.33333333333333	2	21	15	6.16666666666667	3	4	1	6.04761904761905	6.28571428571429	5.85714285714286	6	3	3	3	3	3	1	2	2	3	2.7	4.4	3.4	3.71428571428571	3.14285714285714	3.33333333333333	2	21	15	6.16666666666667	3	4	1	6.04761904761905	6.28571428571429	5.85714285714286	6
"12/23/15"	"12/23/15"	9.841	2	3	4	3	3	2	4	2	3	2	44.622	3	3	4	3	2	2	2	3	1	1	30.278	6	5	5	6	2	10.063	3	1	2	1	1	1	3	3	2	4	2	2	1	2	3	3	2	4	4	3	21.361	3	1	2	4	4	2	2	3	3	3	1	2	1	2	3	2	38.179	4	4	3	2	22.454	3	2	3	2	2	25.217	3	3	3	2	17.569	1	2	3	1	1	15.899	6	5	5	5	6	5	44.555	2	2	2	2	2	2	2	2	1	2	14.878	5	2	4	4	2	3	2	5	6	5	3	3	6	2	4	3	4	6	6	4	4	26.23	2	32	NA	1	NA	1	NA	NA	NA	" "	"USA"	"English"	5	17.125	1	1	1	1	9.904	1	2.113	1	13.837	108	3	2	3	2	3	3	3	4	4	3.05	4.8	2.95	3	3.57142857142857	2.16666666666667	2.375	25	19	5	-1	0	1	4.71428571428571	5.85714285714286	4.28571428571429	4	3	2	3	2	3	3	3	4	4	3.05	4.8	2.95	3	3.57142857142857	2.16666666666667	2.375	25	19	5	-1	0	1	4.71428571428571	5.85714285714286	4.28571428571429	4
"12/23/15"	"12/23/15"	4.019	2	1	2	1	2	2	2	2	3	3	48.67	2	2	2	1	3	2	2	2	3	3	26.727	2	2	2	5	2	9.328	3	2	2	3	2	3	1	2	4	4	2	2	2	3	2	2	2	1	3	2	27	3	3	4	3	3	3	3	3	4	3	2	3	2	4	3	3	42.309	3	3	3	2	47.416	3	3	3	3	2	15.84	2	2	2	1	26.974	2	2	2	1	1	24.205	4	4	6	5	7	5	19.459	1	1	1	2	2	1	1	1	1	2	18.726	5	2	2	4	4	2	2	3	5	3	3	2	5	5	5	3	5	5	5	2	2	16.835	1	20	1	NA	NA	NA	NA	NA	NA	" "	"United States"	"English"	8	13.785	1	1	1	1	10.157	1	2.114	1	21.044	109	3	3	3	2	2	2	3	2	2	2.05	2.6	3.45	3.57142857142857	3.71428571428571	3	3.0625	25	15	5.5	-1	3	4	4.38095238095238	5.85714285714286	4	3.28571428571429	3	3	3	2	2	2	3	2	2	2.05	2.6	3.45	3.57142857142857	3.71428571428571	3	3.0625	25	15	5.5	-1	3	4	4.38095238095238	5.85714285714286	4	3.28571428571429
"12/20/15"	"12/20/15"	4.038	2	3	3	2	2	3	2	1	2	2	23.952	2	3	3	2	2	2	1	3	2	2	25.058	5	5	5	6	1	12.576	4	4	2	3	1	3	4	2	4	2	3	2	3	4	1	4	4	2	3	3	67.591	3	2	4	2	2	3	1	1	3	2	1	2	1	3	2	1	23.283	3	2	2	3	8.652	1	1	2	1	2	13.711	2	2	2	2	19.241	1	1	1	1	1	6.915	3	7	7	5	4	7	15.921	1	1	1	2	1	2	2	2	1	1	14.746	6	4	3	5	4	4	6	2	5	2	4	5	6	5	5	1	4	6	6	4	4	14.359	2	21	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	3	16.506	1	1	1	1	7.416	1	2.136	1	3.018	110	3	3	2	3	3	3	3	3	3	2.55	4.4	3.2	3.85714285714286	3.28571428571429	2.33333333333333	2.0625	17	13	4.16666666666667	2	4	2	5.19047619047619	6.28571428571429	5	4.28571428571429	3	3	2	3	3	3	3	3	3	2.55	4.4	3.2	3.85714285714286	3.28571428571429	2.33333333333333	2.0625	17	13	4.16666666666667	2	4	2	5.19047619047619	6.28571428571429	5	4.28571428571429
"12/19/15"	"12/19/15"	8.487	1	4	4	4	1	1	4	4	1	1	55.317	4	4	4	4	1	1	3	4	1	1	99.671	7	7	7	6	2	11.332	5	1	4	1	1	4	1	1	4	1	5	4	1	5	1	1	1	2	1	1	189.886	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17.372	1	1	1	1	10.658	1	1	1	1	1	117.532	1	1	1	1	83.92	1	1	1	1	1	9.601	9	9	9	1	1	9	18.752	1	1	1	1	1	2	2	2	2	2	54.214	5	6	5	5	1	6	1	1	2	1	6	6	6	1	1	1	1	1	6	6	6	48.66	2	47	NA	1	NA	NA	NA	NA	NA	" "	"USA"	"ENGLISH"	7	24.092	1	1	1	1	13.238	1	2.164	1	4.671	111	4	4	4	4	4	4	4	4	4	3.95	5.8	4.75	4.71428571428571	5	4.5	1	9	9	1	5	5	0	6.85714285714286	7	6.57142857142857	7	4	4	4	4	4	4	4	4	4	3.95	5.8	4.75	4.71428571428571	5	4.5	1	9	9	1	5	5	0	6.85714285714286	7	6.57142857142857	7
"12/20/15"	"12/20/15"	1.902	3	3	3	3	4	3	4	3	3	3	15.162	2	2	3	2	2	2	2	3	3	2	14.676	6	5	5	5	5	8.802	4	3	4	3	4	3	4	4	3	3	2	3	4	4	3	4	3	4	4	3	25.501	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17.454	5	5	4	5	11.54	5	3	3	5	3	9.13	5	6	5	5	11.01	5	5	5	3	3	14.887	6	6	7	6	7	7	43.429	1	1	1	1	1	2	2	2	2	2	44.763	4	5	5	5	5	6	5	5	5	5	5	4	5	5	5	3	3	4	3	4	4	10.528	1	52	NA	NA	NA	1	NA	NA	NA	" "	"India"	"English"	8	30.198	1	1	1	1	20.132	1	2.196	1	19.975	112	2	1	2	2	2	3	3	2	3	2.5	5.2	2.75	2.85714285714286	2.71428571428571	2.66666666666667	1	38	42	4.5	5	5	0	5	4.85714285714286	5.14285714285714	5	2	1	2	2	2	3	3	2	3	2.5	5.2	2.75	2.85714285714286	2.71428571428571	2.66666666666667	1	38	42	4.5	5	5	0	5	4.85714285714286	5.14285714285714	5
"12/19/15"	"12/19/15"	1.604	2	2	2	2	4	4	2	2	4	4	17.349	2	4	2	2	3	2	3	3	2	3	26.13	1	1	1	1	1	7.466	1	1	1	1	1	1	2	2	1	3	1	1	1	1	2	1	1	5	5	1	12.137	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	21.997	3	3	3	3	8.635	4	4	4	4	4	8.65	3	3	3	3	5.193	4	4	4	4	4	7.116	5	5	5	5	5	5	9.107	2	2	2	2	2	2	2	1	1	2	9.895	6	1	1	3	6	1	1	6	6	1	3	3	6	3	6	3	3	3	3	3	3	11.946	2	23	NA	1	NA	NA	NA	NA	NA	" "	"us"	"english"	9	12.758	1	1	1	1	10.718	1	2.209	1	3.5	113	3	1	1	1	1	2	3	3	2	2.15	1	2.95	2.14285714285714	4.42857142857143	2.16666666666667	5	32	32	5	-2	0	2	4.61904761904762	6.14285714285714	4.42857142857143	3.28571428571429	3	1	1	1	1	2	3	3	2	2.15	1	2.95	2.14285714285714	4.42857142857143	2.16666666666667	5	32	32	5	-2	0	2	4.61904761904762	6.14285714285714	4.42857142857143	3.28571428571429
"12/19/15"	"12/19/15"	2.051	3	2	2	2	3	3	2	2	2	3	23.949	2	2	2	2	3	3	3	1	3	3	17.267	3	3	3	6	1	11.418	3	5	2	4	1	3	5	4	3	4	2	2	2	3	2	4	1	1	3	1	17.932	3	2	4	3	2	3	1	4	3	2	2	2	1	3	1	1	21.77	4	4	3	3	17.048	3	1	3	2	2	11.93	4	4	3	3	9.792	3	1	3	1	1	13.596	5	5	5	5	5	5	13.073	1	1	1	2	2	1	1	1	1	2	13.106	6	4	3	5	3	2	1	5	4	1	4	3	6	2	4	1	3	5	6	3	3	15.101	2	29	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	1	25.439	1	1	1	1	10.219	1	2.249	1	9.545	114	2	2	2	3	2	2	2	2	2	2.05	3.2	2.95	3.42857142857143	3.28571428571429	2	2.3125	25	23	5	-1	3	4	5.33333333333333	7.14285714285714	4.85714285714286	4	2	2	2	3	2	2	2	2	2	2.05	3.2	2.95	3.42857142857143	3.28571428571429	2	2.3125	25	23	5	-1	3	4	5.33333333333333	7.14285714285714	4.85714285714286	4
"12/21/15"	"12/21/15"	5.733	1	4	4	4	2	2	4	4	2	2	29.727	3	4	4	4	1	1	3	4	4	1	27.657	6	6	5	6	4	13.432	5	4	5	2	1	3	1	1	5	1	5	5	3	5	1	1	4	1	1	2	24.885	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	18.296	1	1	1	1	9.153	2	1	2	1	1	10.109	2	1	1	1	14.655	2	1	2	1	1	9.633	7	7	7	2	1	7	21.367	1	1	1	1	1	2	2	1	2	2	14.396	1	5	5	6	1	5	2	1	4	1	5	5	5	1	1	1	1	1	6	5	5	17.857	1	25	1	NA	NA	NA	NA	NA	NA	" "	"USA"	"English"	5	16.259	1	1	1	1	8.946	1	2.256	1	7.939	115	4	3	3	3	3	4	4	1	4	3.55	5.4	4.4	4.85714285714286	3.71428571428571	4.66666666666667	1.25	11	12	2.5	4	5	1	6.23809523809524	6.28571428571429	6.14285714285714	6.28571428571429	4	3	3	3	3	4	4	1	4	3.55	5.4	4.4	4.85714285714286	3.71428571428571	4.66666666666667	1.25	11	12	2.5	4	5	1	6.23809523809524	6.28571428571429	6.14285714285714	6.28571428571429
"12/20/15"	"12/20/15"	2.256	3	1	1	1	4	3	3	3	1	3	32.21	3	3	2	2	3	3	3	3	3	3	25.559	4	5	4	3	2	13.054	4	4	1	2	1	2	4	3	3	3	2	2	4	4	2	4	4	1	1	3	24.708	3	2	4	2	2	2	2	2	2	2	2	2	2	3	2	2	19.989	1	1	1	3	14.135	1	1	1	1	1	7.508	1	1	1	1	6.133	1	1	1	1	1	6.84	4	4	5	4	4	4	12.042	1	1	1	2	1	1	1	1	1	1	15.384	3	3	2	3	3	3	5	2	5	4	5	4	3	2	4	2	3	4	3	3	3	16.431	1	25	NA	NA	NA	1	NA	NA	NA	" "	"INDIA"	"ENGLISH"	8	13.051	1	1	1	1	6.792	1	2.31	1	2.382	116	2	1	2	4	2	2	2	2	2	2.2	3.6	3	4.28571428571429	2.71428571428571	1.83333333333333	2.25	11	9	5.16666666666667	-1	4	5	4.61904761904762	4.42857142857143	5.28571428571429	4.14285714285714	2	1	2	4	2	2	2	2	2	2.2	3.6	3	4.28571428571429	2.71428571428571	1.83333333333333	2.25	11	9	5.16666666666667	-1	4	5	4.61904761904762	4.42857142857143	5.28571428571429	4.14285714285714
"12/20/15"	"12/20/15"	4.325	2	2	2	2	1	2	3	3	2	2	31.399	3	2	2	3	1	2	2	2	1	1	29.517	5	6	6	6	5	13.694	3	4	2	4	1	4	4	4	4	2	3	3	4	4	2	2	3	1	1	3	24.844	2	2	4	2	2	4	3	4	4	1	3	4	1	3	3	2	35.287	3	3	3	1	24.197	1	1	3	1	1	10.745	1	1	3	1	8.194	1	1	1	1	1	14.685	7	5	5	6	5	7	17.283	1	1	1	1	1	1	1	1	2	2	14.801	4	4	5	4	3	5	5	2	5	5	5	5	5	3	2	2	5	4	5	5	5	20.567	2	21	NA	NA	NA	1	NA	NA	NA	" "	"India"	"English"	8	12.01	1	1	1	1	12.503	1	2.332	1	11.297	117	3	4	3	3	3	4	3	4	4	2.85	5.6	3.3	4	2.85714285714286	3	2.75	17	11	4.5	2	5	3	5.33333333333333	5.14285714285714	5.28571428571429	5.57142857142857	3	4	3	3	3	4	3	4	4	2.85	5.6	3.3	4	2.85714285714286	3	2.75	17	11	4.5	2	5	3	5.33333333333333	5.14285714285714	5.28571428571429	5.57142857142857
