"V8"	"V9"	"T2_3"	"UCLA_1_1"	"UCLA_1_2"	"UCLA_1_3"	"UCLA_1_4"	"UCLA_1_5"	"UCLA_1_6"	"UCLA_1_7"	"UCLA_1_8"	"UCLA_1_9"	"UCLA_1_10"	"T3_3"	"UCLA_2_1"	"UCLA_2_2"	"UCLA_2_3"	"UCLA_2_4"	"UCLA_2_5"	"UCLA_2_6"	"UCLA_2_7"	"UCLA_2_8"	"UCLA_2_9"	"UCLA_2_10"	"T4_3"	"SLWS_1"	"SLWS_2"	"SLWS_3"	"SLWS_4"	"SLWS_5"	"T5_3"	"SE_1_1"	"SE_1_2"	"SE_1_3"	"SE_1_4"	"SE_1_5"	"SE_1_6"	"SE_1_7"	"SE_1_8"	"SE_1_9"	"SE_1_10"	"SE_2_1"	"SE_2_2"	"SE_2_3"	"SE_2_4"	"SE_2_5"	"SE_2_6"	"SE_2_7"	"SE_2_8"	"SE_2_9"	"SE_2_10"	"T6_3"	"Mood_1"	"Mood_2"	"Mood_3"	"Mood_4"	"Mood_5"	"Mood_6"	"Mood_7"	"Mood_8"	"Mood_9"	"Mood_10"	"Mood_11"	"Mood_12"	"Mood_13"	"Mood_14"	"Mood_15"	"Mood_16"	"T7_3"	"Disc_1"	"Disc_2"	"Disc_3"	"Disc_4"	"T8_3"	"Disc_5"	"Disc_6"	"Disc_7"	"Disc_8"	"Disc_9"	"T9_3"	"DiscR_1"	"DiscR_2"	"DiscR_3"	"DiscR_4"	"T10_3"	"DiscR_5"	"DiscR_6"	"DiscR_7"	"DiscR_8"	"DiscR_9"	"T11_3"	"EIS_1"	"EIS_2"	"EIS_3"	"EIS_4"	"EIS_5"	"EIS_6"	"T12_3"	"Well_B_1"	"Well_B_2"	"Well_B_3"	"Well_B_4"	"Well_B_5"	"Well_B_6"	"Well_B_7"	"Well_B_8"	"Well_B_9"	"Well_B_10"	"T13_3"	"Rau_1"	"Rem_2"	"Rsa_6"	"Rau_7"	"Rem_8"	"Rsa_12"	"Rau_13"	"Rem_14"	"Rsa_18"	"Rau_19"	"Rem_20"	"Rsa_24"	"Rau_25"	"Rem_26"	"Rsa_30"	"Rau_31"	"Rem_32"	"Rsa_36"	"Rau_37"	"Rem_38"	"Rsa_42"	"T14_3"	"Sex"	"Age"	"Ethn_1"	"Ethn_2"	"Ethn_3"	"Ethn_4"	"Ethn_5"	"Ethn_6"	"Ethn_7"	"Ethn_7_TEXT"	"Cntry_Orig"	"Prim_Lang"	"Pol_Ori"	"T15_3"	"Interr"	"Distr"	"Privacy"	"Scrn_Size"	"T16_3"	"Debr"	"T17_3"	"end"	"T18_3"	"Subject"	"UCLA_1_1.rev"	"UCLA_1_5.rev"	"UCLA_1_6.rev"	"UCLA_1_9.rev"	"UCLA_1_10.rev"	"UCLA_2_5.rev"	"UCLA_2_6.rev"	"UCLA_2_9.rev"	"UCLA_2_10.rev"	"UCLA_total"	"SWLS_total"	"SE_total"	"SE_perf"	"SE_social"	"SE_appear"	"Mood_total"	"PD_general"	"PD_race"	"EI_total"	"WellB_total"	"WellB_PA"	"WellB_NA"	"WellR_total"	"WellR_auto"	"WellR_envir"	"WellR_accept"
"12/19/15"	"12/19/15"	8.487	1	4	4	4	1	1	4	4	1	1	55.317	4	4	4	4	1	1	3	4	1	1	99.671	7	7	7	6	2	11.332	5	1	4	1	1	4	1	1	4	1	5	4	1	5	1	1	1	2	1	1	189.886	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17.372	1	1	1	1	10.658	1	1	1	1	1	117.532	1	1	1	1	83.92	1	1	1	1	1	9.601	9	9	9	1	1	9	18.752	1	1	1	1	1	2	2	2	2	2	54.214	5	6	5	5	1	6	1	1	2	1	6	6	6	1	1	1	1	1	6	6	6	48.66	2	47	NA	1	NA	NA	NA	NA	NA	" "	"USA"	"ENGLISH"	7	24.092	1	1	1	1	13.238	1	2.164	1	4.671	111	4	4	4	4	4	4	4	4	4	3.95	5.8	4.75	4.71428571428571	5	4.5	1	9	9	1	5	5	0	6.85714285714286	7	6.57142857142857	7
"12/19/15"	"12/19/15"	1.604	2	2	2	2	4	4	2	2	4	4	17.349	2	4	2	2	3	2	3	3	2	3	26.13	1	1	1	1	1	7.466	1	1	1	1	1	1	2	2	1	3	1	1	1	1	2	1	1	5	5	1	12.137	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	21.997	3	3	3	3	8.635	4	4	4	4	4	8.65	3	3	3	3	5.193	4	4	4	4	4	7.116	5	5	5	5	5	5	9.107	2	2	2	2	2	2	2	1	1	2	9.895	6	1	1	3	6	1	1	6	6	1	3	3	6	3	6	3	3	3	3	3	3	11.946	2	23	NA	1	NA	NA	NA	NA	NA	" "	"us"	"english"	9	12.758	1	1	1	1	10.718	1	2.209	1	3.5	113	3	1	1	1	1	2	3	3	2	2.15	1	2.95	2.14285714285714	4.42857142857143	2.16666666666667	5	32	32	5	-2	0	2	4.61904761904762	6.14285714285714	4.42857142857143	3.28571428571429
"12/19/15"	"12/19/15"	4.186	2	4	4	4	2	1	4	3	1	1	55.716	3	3	3	4	1	1	4	4	1	1	49.041	6	6	6	6	6	14.519	4	1	2	1	1	3	4	3	4	2	3	3	1	4	1	2	1	1	1	1	29.721	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17.294	1	1	1	1	19.296	1	1	1	1	1	14.666	1	1	1	1	12.937	1	1	1	1	1	11.736	6	6	6	4	4	6	27.127	1	2	2	1	1	2	2	2	2	2	30.952	5	4	4	4	1	5	1	1	1	1	5	5	5	1	1	2	2	2	5	5	5	34.537	2	43	NA	1	NA	NA	NA	NA	NA	" "	"USA"	"ENGLISH"	3	24.284	1	1	1	1	11.357	1	2.353	1	11.798	118	3	3	4	4	4	4	4	4	4	3.7	6	4.05	4.57142857142857	4.57142857142857	2.83333333333333	1	9	9	4	3	3	0	6.23809523809524	6.42857142857143	5.85714285714286	6.42857142857143
"12/19/15"	"12/19/15"	3.604	1	2	3	3	3	2	3	3	2	1	35.443	3	4	3	3	2	2	1	3	2	2	21.897	6	6	6	6	6	33.716	4	1	3	1	1	3	2	3	3	2	3	3	1	4	1	1	2	2	1	1	34.612	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19.455	1	1	1	1	11.175	1	1	1	1	1	6.755	1	1	1	1	5.674	1	1	1	1	1	6.695	8	7	7	2	2	8	16.515	1	1	1	2	1	2	2	1	2	2	21.002	5	5	5	5	1	5	1	1	2	2	5	5	5	1	2	1	1	1	5	5	5	21.625	2	27	NA	1	NA	NA	NA	NA	NA	" "	"usa"	"english"	7	14.716	1	1	1	1	12.008	1	2.416	1	3.403	120	4	2	3	3	4	3	3	3	3	2.95	6	4.1	4.28571428571429	4.42857142857143	3.5	1	9	9	2.33333333333333	3	4	1	6.38095238095238	6.57142857142857	6.14285714285714	6.42857142857143
"12/19/15"	"12/19/15"	7.411	2	2	2	2	3	2	3	3	3	3	34.334	2	3	2	2	2	2	4	3	2	2	51.552	5	6	6	5	3	14.261	4	2	3	2	1	3	3	3	5	2	3	3	2	4	1	3	2	1	2	2	36.289	3	2	2	2	2	2	2	2	3	2	1	3	2	3	2	2	33.472	3	3	3	2	15.55	1	3	4	2	2	12.772	1	1	1	1	8.294	1	1	1	1	1	8.81	5	6	7	4	8	4	62.527	2	1	1	2	1	2	2	1	2	2	27.632	5	5	5	4	3	4	2	3	3	2	5	4	5	2	1	2	3	4	5	5	4	24.721	2	22	NA	1	NA	NA	NA	NA	NA	" "	"USA"	"English"	5	22.456	1	1	1	1	15.557	1	2.44	1	19.814	122	3	2	3	2	2	3	3	3	3	2.6	5	3.85	4.42857142857143	4	3	2.1875	23	9	5	2	3	1	5.80952380952381	6.14285714285714	5.71428571428571	5.57142857142857
"12/19/15"	"12/19/15"	1.279	1	2	2	1	1	1	1	2	1	2	9.179	2	1	1	2	2	1	1	1	1	2	5.049	5	5	6	5	5	5.705	4	1	4	2	1	4	2	2	4	1	4	4	1	4	1	1	1	1	1	1	34.836	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19.822	5	3	3	4	12.23	2	3	2	3	2	7.008	3	3	2	2	4.029	3	3	3	3	2	5.641	7	7	7	6	6	7	6.767	1	1	1	2	1	1	2	2	2	2	15.107	5	4	4	5	4	5	5	4	4	5	4	4	5	5	4	5	4	4	5	5	5	6.863	1	23	NA	1	NA	NA	NA	NA	NA	" "	"united states"	"english"	5	18.48	1	1	1	1	5.443	1	2.502	1	6.265	123	4	4	4	4	3	3	4	4	3	2.45	5.2	4.5	4.42857142857143	4.85714285714286	4.16666666666667	1	27	24	4	3	4	1	5	5	4.85714285714286	5.14285714285714
"12/19/15"	"12/19/15"	5.703	2	2	3	2	3	3	3	3	3	3	38.131	2	2	2	2	3	2	2	2	2	2	77.846	4	5	5	4	2	13.478	4	2	2	2	1	2	4	2	4	3	3	3	2	4	2	3	2	2	2	2	31.335	1	1	2	2	1	1	1	1	2	1	1	2	1	2	1	1	53.032	3	3	3	2	78.342	4	2	4	3	2	23.197	1	1	2	1	18.416	2	2	2	2	1	54.784	5	4	4	6	6	4	44.987	1	2	1	2	1	1	1	1	2	2	76.426	5	5	4	4	2	4	3	3	4	3	4	4	4	3	3	3	3	3	5	4	3	89.231	1	63	NA	1	NA	NA	NA	NA	NA	" "	"United States"	"English"	6	28.908	1	1	1	1	15.759	1	2.505	1	7.979	124	3	2	2	2	2	2	3	3	3	2.35	4	3.55	4.14285714285714	3.85714285714286	2.5	1.3125	26	14	5.83333333333333	0	3	3	5.23809523809524	5.57142857142857	5.14285714285714	5
"12/19/15"	"12/19/15"	11.998	2	2	3	3	2	2	2	3	3	3	27.499	2	1	3	2	3	3	3	3	3	3	21.355	2	3	2	3	3	9.483	1	5	3	5	5	2	1	4	1	5	1	2	4	1	5	3	5	5	5	4	23.561	4	2	4	3	2	3	5	4	3	5	3	3	5	4	4	4	20.084	2	2	2	3	15.549	1	3	4	2	1	13.437	1	1	1	1	47.84	1	1	3	1	1	8.739	7	6	6	2	5	4	18.516	1	2	2	2	2	1	1	1	1	1	14.117	5	3	2	4	4	1	6	3	6	4	4	3	3	6	6	4	6	6	2	3	2	26.479	2	31	NA	1	NA	NA	NA	NA	NA	" "	"us"	"english"	8	12.538	1	1	1	1	8.365	1	2.526	1	5.16	125	3	3	3	2	2	2	2	2	2	2.4	2.6	1.65	1	1.42857142857143	2.66666666666667	3.625	20	11	4	-4	1	5	3.76190476190476	4.28571428571429	4.14285714285714	2.85714285714286
"12/19/15"	"12/19/15"	1.561	2	2	3	3	3	3	2	3	2	3	21.068	4	3	2	3	3	2	3	2	3	2	13.078	7	7	7	7	6	13.905	4	3	4	3	4	3	3	3	3	3	4	3	4	3	4	3	4	4	4	4	9.748	4	3	4	1	1	2	1	1	2	1	1	1	1	1	1	1	22.253	4	4	3	5	8.807	4	4	3	5	5	6.112	5	4	3	4	5.343	5	4	4	5	5	5.957	7	7	7	7	5	5	14.545	2	1	1	1	1	2	2	2	2	2	21.892	5	5	4	4	5	5	4	5	4	5	5	4	4	4	5	5	4	5	4	5	5	8.845	1	35	NA	NA	NA	NA	NA	NA	1	"whte"	"United States"	"English"	6	50.401	1	1	1	1	15.326	1	2.824	1	285.024	137	3	2	2	3	2	2	3	2	3	2.6	6.8	2.8	2.71428571428571	2.42857142857143	3.33333333333333	1.625	37	39	4.33333333333333	4	4	0	4.95238095238095	4.71428571428571	5.28571428571429	4.85714285714286
"12/19/15"	"12/19/15"	2.805	3	3	3	3	3	3	3	3	3	3	17.57	3	3	3	3	3	3	3	3	3	3	13.475	6	5	5	5	5	8.841	5	5	5	5	5	5	4	4	4	4	5	5	5	5	5	5	4	3	3	3	13.017	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	17.028	2	2	2	2	10.168	2	2	2	2	2	10.407	1	1	1	1	11.585	1	1	1	1	1	5.887	1	3	4	4	4	4	18.003	2	2	2	2	2	2	2	2	2	2	8.521	5	4	5	5	5	5	5	2	4	4	5	5	5	5	4	4	2	4	3	5	3	10.416	1	26	NA	1	NA	NA	NA	NA	NA	" "	"USA"	"English"	5	20.166	1	1	1	1	8.523	1	2.851	1	4.028	139	2	2	2	2	2	2	2	2	2	2.55	5.2	2.85	3.14285714285714	1.71428571428571	3.83333333333333	2.875	18	9	6	0	0	0	5.28571428571429	5	5.71428571428571	5.14285714285714
"12/19/15"	"12/19/15"	10.978	2	3	3	3	1	1	2	2	3	2	62.416	2	2	2	3	3	2	4	2	1	1	63.681	6	6	6	7	6	21.555	4	2	2	2	1	3	4	3	3	1	4	2	3	2	2	2	3	1	1	2	106.785	3	1	4	3	3	3	2	2	4	1	1	2	1	3	2	2	114.591	2	2	1	2	78.227	3	1	2	1	1	27.016	1	1	2	1	41.329	1	1	1	1	1	40.548	6	6	7	2	6	6	51.526	1	1	1	1	1	1	1	1	2	2	29.267	5	5	6	4	2	5	2	3	2	2	5	5	5	3	1	2	1	2	6	3	4	27.19	2	24	NA	1	NA	NA	NA	NA	NA	" "	"USA"	"English"	5	30.356	1	1	1	1	22.629	1	2.872	1	9.037	141	3	4	4	2	3	2	3	4	4	2.85	6.2	3.55	4	3.71428571428571	2.83333333333333	2.3125	15	10	3.83333333333333	2	5	3	6.04761904761905	6.28571428571429	5.42857142857143	6.42857142857143
"12/19/15"	"12/19/15"	2.24	2	3	3	3	2	2	3	3	2	2	26.319	2	3	3	3	3	3	3	3	3	2	19.047	6	6	6	6	6	9.873	4	4	4	4	4	4	2	2	4	2	4	4	2	4	2	2	2	4	2	2	15.57	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	11.248	3	3	3	3	7.666	3	3	3	3	2	15.286	3	3	3	3	5.634	3	3	3	3	2	8.752	6	6	7	7	7	7	10.894	1	1	1	1	1	1	2	2	2	2	12.23	5	5	4	5	3	5	5	2	5	5	2	5	5	2	2	2	2	2	5	5	5	11.847	2	38	NA	1	NA	NA	NA	NA	NA	" "	"usa"	"english"	9	18.615	1	1	1	1	10.185	1	2.88	1	5.069	142	3	3	3	3	3	2	2	2	3	2.8	6	3.6	3.14285714285714	3.71428571428571	4	1.0625	26	26	4.66666666666667	4	5	1	5.57142857142857	5.42857142857143	5.57142857142857	5.71428571428571
"12/19/15"	"12/19/15"	3.243	2	2	3	3	3	2	3	3	2	1	62.828	2	3	2	2	1	2	1	2	2	2	46.8	6	6	6	6	5	17.992	3	4	2	1	1	2	4	4	3	2	3	2	4	3	3	3	4	3	2	3	67.708	3	2	4	2	2	3	1	2	2	2	1	3	1	3	2	1	44.236	5	5	2	5	21.07	2	4	5	3	5	17.758	1	1	1	1	14.272	1	1	1	1	1	8.362	5	5	5	5	3	5	30.061	1	1	1	1	1	1	1	1	2	2	30.391	5	5	5	6	3	4	6	3	3	2	5	5	6	4	1	1	2	4	6	4	4	31.209	2	22	NA	1	NA	NA	NA	NA	NA	" "	"USA"	"English"	9	23.523	2	2	1	1	16.778	1	2.921	1	3.205	147	3	2	3	3	4	4	3	3	3	2.7	5.8	2.9	3.71428571428571	2.57142857142857	2.33333333333333	2.125	36	9	4.66666666666667	2	5	3	5.80952380952381	6.28571428571429	5.42857142857143	5.71428571428571
"12/19/15"	"12/19/15"	1.989	2	3	3	3	2	2	3	3	2	2	27.563	3	3	3	3	2	2	2	2	2	2	21.15	5	5	5	5	5	8.536	4	3	4	4	4	4	2	3	4	3	4	4	3	4	3	3	4	3	2	2	16.835	2	2	2	3	3	2	1	2	4	2	1	1	1	1	3	1	22.894	3	3	3	2	11.029	2	2	3	2	2	9.743	3	3	3	2	9.135	2	2	2	2	2	9.042	8	7	7	3	4	7	17.745	1	1	1	1	1	2	2	1	1	2	17.154	5	5	5	5	5	5	5	3	4	4	5	5	4	4	3	4	3	3	3	3	5	10.229	1	28	NA	1	NA	NA	NA	NA	NA	" "	"usa"	"english"	7	20.637	1	1	1	1	9.794	1	2.929	1	11.924	148	3	3	3	3	3	3	3	3	3	2.9	5	3.35	3.28571428571429	3	3.83333333333333	1.9375	22	21	3	3	5	2	5.33333333333333	4.85714285714286	5.42857142857143	5.71428571428571
"12/19/15"	"12/19/15"	5.555	1	2	2	2	2	2	3	3	1	2	25.217	2	2	2	2	2	2	3	2	3	2	31.725	5	5	6	5	3	19.012	3	4	4	3	2	3	1	4	3	2	4	3	3	3	2	1	4	2	2	2	31.444	4	2	2	2	2	3	2	2	3	3	2	2	2	4	2	2	45.664	3	2	2	3	14.663	1	1	3	2	1	13.102	1	1	1	1	8.948	1	1	2	1	1	10.518	8	2	7	7	4	6	32.162	1	1	1	1	1	2	1	1	1	1	14.411	4	4	4	5	5	5	4	2	5	6	5	5	5	3	4	4	5	5	4	4	5	13.121	2	25	NA	1	NA	NA	NA	NA	NA	" "	"USA"	"English"	5	29.644	1	1	1	1	10.849	1	2.967	1	8.608	151	4	3	3	4	3	3	3	2	3	2.65	4.8	3.45	3.42857142857143	3	4	2.4375	18	10	4.66666666666667	1	5	4	5.09523809523809	4.85714285714286	5.42857142857143	5
"12/19/15"	"12/19/15"	6.322	3	2	2	2	3	3	2	2	3	3	32.313	4	2	2	2	2	3	2	2	3	3	25.831	2	3	3	5	4	15.502	4	1	3	2	1	3	2	2	5	2	3	3	1	5	2	1	1	1	2	1	21.629	2	3	2	3	3	2	1	1	3	2	2	1	2	1	2	1	18.527	4	4	1	2	14.853	4	2	4	4	2	17.501	1	1	1	1	8.775	1	1	1	2	1	9.879	2	2	2	8	8	2	19.054	2	2	2	2	2	1	1	1	1	2	27.302	6	5	3	5	2	4	2	5	3	1	4	4	6	2	4	1	4	4	5	3	4	20.852	1	31	NA	1	NA	NA	NA	NA	NA	" "	"united states"	"english"	5	19.644	1	1	1	1	11.009	1	2.974	1	2.922	155	2	2	2	2	2	3	2	2	2	2.15	3.4	4.25	4.57142857142857	4.57142857142857	3.5	1.9375	27	10	8	-4	0	4	5.47619047619048	6.85714285714286	4.71428571428571	4.85714285714286
"12/19/15"	"12/19/15"	6.771	1	2	3	3	2	2	3	2	3	3	29.933	2	2	1	3	2	2	2	3	2	2	31.721	5	6	5	5	5	15.058	4	2	4	2	1	3	2	2	4	2	3	3	2	3	1	1	2	2	2	1	28.086	3	3	2	2	2	1	2	4	1	1	2	2	2	4	1	1	31.819	3	3	3	4	19.774	2	3	3	3	2	17.93	2	2	3	2	14.302	2	3	2	2	2	14.684	4	5	4	7	5	4	18.729	1	1	1	1	1	2	2	1	2	2	27.682	5	4	4	3	3	4	2	2	4	2	3	4	5	3	2	2	3	2	5	3	4	21.706	1	42	NA	1	NA	NA	NA	NA	NA	" "	"United States"	"English"	5	29.503	1	1	1	1	16.533	1	3.155	1	17.083	164	4	3	3	2	2	3	3	3	3	2.6	5.2	4	4	4.28571428571429	3.66666666666667	2.0625	26	20	5.83333333333333	4	5	1	5.47619047619048	6	5	5.42857142857143
"12/19/15"	"12/19/15"	6.431	3	1	1	1	3	3	3	2	4	3	50.566	2	1	1	2	3	3	2	2	3	2	41.603	5	5	5	6	3	21.423	4	2	2	3	1	3	4	4	3	3	3	2	4	4	2	4	3	2	4	2	32.902	4	3	4	4	4	1	1	4	4	4	3	1	2	4	4	3	36.44	2	3	3	2	25.66	1	2	4	1	1	19.12	1	1	1	1	12.021	1	1	1	1	1	11.364	2	3	3	8	7	3	31.953	1	2	1	2	1	2	2	1	1	1	29.997	2	4	4	2	2	5	5	5	2	5	5	5	2	2	4	6	4	4	5	4	4	30.495	2	30	NA	1	NA	NA	NA	NA	NA	" "	"United states"	"English"	3	30.069	1	1	1	2	25.199	1	3.167	1	5.25	165	2	2	2	1	2	2	2	2	3	1.8	4.8	3.05	3.57142857142857	3.14285714285714	2.33333333333333	3.125	19	9	7.33333333333333	0	3	3	4.61904761904762	3.57142857142857	4.85714285714286	5.42857142857143
"12/19/15"	"12/19/15"	9.713	2	2	3	3	3	2	2	2	1	2	44.003	2	2	2	2	3	2	2	2	2	2	36.312	3	3	4	5	3	22.212	4	2	1	1	1	3	4	3	4	2	3	1	3	4	2	4	3	1	1	1	21.346	2	2	2	3	3	1	1	2	2	2	2	1	1	1	2	2	24.884	2	2	2	2	14.369	1	2	3	1	1	13.884	1	1	1	1	11.22	1	2	1	1	1	14.28	4	6	6	4	6	7	28.989	1	2	1	2	1	2	2	1	1	2	23.208	4	4	3	6	3	3	1	3	4	3	5	4	5	2	3	3	3	4	5	4	4	17.407	1	62	NA	1	NA	NA	NA	NA	NA	" "	"USA"	"English"	8	68.249	1	1	1	1	15.037	1	3.183	1	19.437	167	3	2	3	4	3	2	3	3	3	2.5	3.6	3.5	4.57142857142857	3.71428571428571	2	1.8125	16	10	4.5	1	3	2	5.42857142857143	6.14285714285714	5.42857142857143	4.71428571428571
"12/19/15"	"12/19/15"	11.063	4	1	1	1	4	4	1	2	4	4	44.525	1	1	1	1	4	4	2	1	4	4	38.675	1	1	1	2	1	21.5	1	1	1	4	2	1	5	5	2	5	1	1	2	3	4	5	2	5	5	2	33.594	4	3	4	5	5	5	5	4	4	5	5	3	5	4	5	5	42.74	6	6	2	3	30.979	3	3	5	5	1	26.164	1	1	1	1	19.169	1	1	1	1	1	12.887	1	2	2	7	9	2	31.538	2	2	2	2	2	1	1	1	1	2	32.017	5	2	1	6	6	1	2	6	6	1	3	1	1	4	6	2	5	6	5	1	1	29.676	2	50	NA	1	NA	NA	NA	NA	NA	" "	"usa"	"english"	6	21.437	1	1	1	1	17.55	1	3.223	1	5.718	169	1	1	1	1	1	1	1	1	1	1.1	1.2	2.05	2	3	1	4.4375	34	9	8.16666666666667	-4	0	4	4.04761904761905	6	3.85714285714286	2.28571428571429
"12/19/15"	"12/19/15"	4.149	3	1	1	1	3	3	1	2	4	3	32.929	1	1	1	1	3	3	1	1	3	3	38.044	2	2	2	2	2	12.689	1	4	1	4	1	1	5	4	3	4	1	1	5	1	3	4	4	2	4	4	23.004	4	4	3	4	4	4	3	3	4	4	3	4	4	3	3	4	23.533	5	4	3	4	12.955	2	2	5	3	2	15.215	5	5	5	4	10.343	1	2	1	1	1	15.486	3	2	3	7	6	2	25.574	2	2	2	2	2	2	1	1	1	1	18.918	2	1	2	5	5	2	5	5	5	3	2	1	1	5	5	4	5	5	4	3	3	20.204	2	55	NA	1	NA	NA	NA	NA	NA	" "	"USA"	"English"	3	284.231	1	1	1	1	12.774	1	3.231	1	19.931	170	2	2	2	1	2	2	2	2	2	1.45	2	1.95	2.57142857142857	2	1.16666666666667	3.625	30	25	7.16666666666667	-4	0	4	3.76190476190476	4.28571428571429	3.71428571428571	3.28571428571429
"12/19/15"	"12/19/15"	3.414	2	3	2	1	2	3	2	3	1	3	18.067	2	3	3	4	3	2	2	3	2	4	13.375	5	5	5	5	2	11.579	4	2	2	3	1	3	4	3	4	3	2	1	3	2	3	3	2	1	2	1	18.213	2	1	4	3	2	2	3	2	3	3	2	2	1	2	1	1	21.734	2	3	2	3	8.562	1	2	2	1	1	9.918	2	3	2	2	6.356	2	2	1	2	1	7.579	6	4	5	3	5	4	33.157	1	1	1	2	1	2	2	1	1	1	18.861	3	4	3	4	2	4	2	4	5	2	4	2	3	4	2	4	4	2	3	2	4	9.186	1	31	NA	1	NA	NA	NA	NA	NA	" "	"United States of America"	"English"	2	20.855	1	1	1	2	8.88	1	3.248	1	3.384	172	3	3	2	4	2	2	3	3	1	2.55	4.4	3.25	3.85714285714286	3.57142857142857	2.16666666666667	2.125	17	17	4.83333333333333	1	4	3	4.71428571428571	5	4.28571428571429	4.85714285714286
"12/19/15"	"12/19/15"	9.289	2	4	4	4	2	2	3	3	2	2	31.025	3	2	3	3	2	2	3	3	1	1	28.551	3	3	2	3	2	17.498	4	2	3	1	1	3	2	2	4	1	3	3	2	4	1	1	1	1	1	2	25.401	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	1	24.78	1	1	1	3	15.227	2	2	3	2	2	19.051	1	1	1	1	12.153	1	1	3	2	2	15.251	3	4	5	4	3	5	18.396	2	2	2	1	2	2	2	2	2	2	17.273	5	6	3	3	4	5	3	2	4	5	4	5	6	3	3	2	1	3	4	3	5	24.701	1	36	NA	1	NA	NA	NA	NA	NA	" "	"USA"	"english"	9	18.093	1	1	1	1	12.308	1	3.303	1	4.895	176	3	3	3	3	3	3	3	4	4	3.2	2.6	4.2	4.57142857142857	4.42857142857143	3.5	1.25	17	13	5	1	1	0	5.57142857142857	5.42857142857143	5.85714285714286	5.42857142857143
"12/19/15"	"12/19/15"	9.725	2	4	4	4	2	1	4	4	2	2	47.037	4	4	4	4	1	1	2	4	1	1	93.815	5	3	5	6	1	16.534	5	1	1	1	1	3	5	1	4	1	5	1	1	5	1	5	1	3	1	1	27.325	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17.103	1	1	1	1	16.869	1	1	1	1	1	11.787	1	1	1	1	52.993	1	1	1	1	1	10.916	7	6	6	1	1	6	22.925	1	1	1	1	1	2	2	2	2	2	77.806	4	6	4	6	1	6	1	1	3	3	6	5	5	1	1	4	1	1	6	3	4	30.226	2	50	NA	1	NA	NA	NA	NA	NA	" "	"united states"	"english"	8	5.847	1	1	1	1	9.231	1	3.327	1	14.354	177	3	3	4	3	3	4	4	4	4	3.7	4	3.95	4.57142857142857	5	2	1	9	9	2.83333333333333	5	5	0	6.19047619047619	6.14285714285714	6.14285714285714	6.28571428571429
"12/19/15"	"12/19/15"	4.629	3	1	2	1	3	3	2	1	3	3	50.222	2	2	1	1	3	2	1	1	2	2	36.323	3	3	3	3	1	17.678	3	4	1	3	3	1	4	4	3	4	2	1	4	3	4	4	4	3	2	4	32.779	3	1	4	3	2	3	3	2	2	2	2	2	3	2	3	2	24.796	5	5	2	5	50.544	5	2	5	2	2	50.915	1	1	1	1	16.861	1	1	1	1	1	31.482	4	6	6	3	5	6	22.481	2	2	2	2	2	1	1	1	1	2	22.246	4	4	3	4	5	3	5	5	6	2	4	3	4	4	5	3	4	5	4	2	3	28.263	2	37	NA	1	NA	NA	NA	NA	NA	" "	"usa"	"english"	9	17.326	1	1	1	1	15.69	1	3.442	1	9.37	181	2	2	2	2	2	2	3	3	3	1.8	2.6	2.25	3.14285714285714	2	1.5	2.4375	33	9	4.33333333333333	-4	0	4	4.47619047619048	5.14285714285714	4.57142857142857	3.71428571428571
"12/19/15"	"12/19/15"	4.266	2	4	4	3	1	2	4	4	1	1	41.515	3	4	3	4	1	1	4	3	1	1	45.099	6	6	6	6	6	23.79	4	1	2	1	1	3	3	1	4	1	3	3	1	4	1	2	1	1	1	1	37.32	2	1	3	1	1	2	1	1	1	1	1	2	1	2	1	1	28.868	1	1	1	1	32.733	1	1	3	1	1	22.331	1	1	1	1	17.554	1	1	1	1	1	17.112	7	8	8	5	5	7	41.403	1	1	1	1	1	1	2	2	2	2	31.335	6	5	5	5	3	5	1	2	2	1	5	5	5	3	2	1	2	2	5	6	5	32.429	2	61	NA	1	NA	NA	NA	NA	NA	" "	"USA"	"English"	8	44.333	1	1	1	1	27.881	1	3.533	1	26.842	186	3	4	3	4	4	4	4	4	4	3.7	6	4.25	4.57142857142857	5	3	1.375	11	9	3.33333333333333	4	5	1	6.38095238095238	6.85714285714286	6	6.28571428571429
