"V8"	"V9"	"T2_3"	"UCLA_1_1"	"UCLA_1_2"	"UCLA_1_3"	"UCLA_1_4"	"UCLA_1_5"	"UCLA_1_6"	"UCLA_1_7"	"UCLA_1_8"	"UCLA_1_9"	"UCLA_1_10"	"T3_3"	"UCLA_2_1"	"UCLA_2_2"	"UCLA_2_3"	"UCLA_2_4"	"UCLA_2_5"	"UCLA_2_6"	"UCLA_2_7"	"UCLA_2_8"	"UCLA_2_9"	"UCLA_2_10"	"T4_3"	"SLWS_1"	"SLWS_2"	"SLWS_3"	"SLWS_4"	"SLWS_5"	"T5_3"	"SE_1_1"	"SE_1_2"	"SE_1_3"	"SE_1_4"	"SE_1_5"	"SE_1_6"	"SE_1_7"	"SE_1_8"	"SE_1_9"	"SE_1_10"	"SE_2_1"	"SE_2_2"	"SE_2_3"	"SE_2_4"	"SE_2_5"	"SE_2_6"	"SE_2_7"	"SE_2_8"	"SE_2_9"	"SE_2_10"	"T6_3"	"Mood_1"	"Mood_2"	"Mood_3"	"Mood_4"	"Mood_5"	"Mood_6"	"Mood_7"	"Mood_8"	"Mood_9"	"Mood_10"	"Mood_11"	"Mood_12"	"Mood_13"	"Mood_14"	"Mood_15"	"Mood_16"	"T7_3"	"Disc_1"	"Disc_2"	"Disc_3"	"Disc_4"	"T8_3"	"Disc_5"	"Disc_6"	"Disc_7"	"Disc_8"	"Disc_9"	"T9_3"	"DiscR_1"	"DiscR_2"	"DiscR_3"	"DiscR_4"	"T10_3"	"DiscR_5"	"DiscR_6"	"DiscR_7"	"DiscR_8"	"DiscR_9"	"T11_3"	"EIS_1"	"EIS_2"	"EIS_3"	"EIS_4"	"EIS_5"	"EIS_6"	"T12_3"	"Well_B_1"	"Well_B_2"	"Well_B_3"	"Well_B_4"	"Well_B_5"	"Well_B_6"	"Well_B_7"	"Well_B_8"	"Well_B_9"	"Well_B_10"	"T13_3"	"Rau_1"	"Rem_2"	"Rsa_6"	"Rau_7"	"Rem_8"	"Rsa_12"	"Rau_13"	"Rem_14"	"Rsa_18"	"Rau_19"	"Rem_20"	"Rsa_24"	"Rau_25"	"Rem_26"	"Rsa_30"	"Rau_31"	"Rem_32"	"Rsa_36"	"Rau_37"	"Rem_38"	"Rsa_42"	"T14_3"	"Sex"	"Age"	"Ethn_1"	"Ethn_2"	"Ethn_3"	"Ethn_4"	"Ethn_5"	"Ethn_6"	"Ethn_7"	"Ethn_7_TEXT"	"Cntry_Orig"	"Prim_Lang"	"Pol_Ori"	"T15_3"	"Interr"	"Distr"	"Privacy"	"Scrn_Size"	"T16_3"	"Debr"	"T17_3"	"end"	"T18_3"	"Subject"	"UCLA_1_1.rev"	"UCLA_1_5.rev"	"UCLA_1_6.rev"	"UCLA_1_9.rev"	"UCLA_1_10.rev"	"UCLA_2_5.rev"	"UCLA_2_6.rev"	"UCLA_2_9.rev"	"UCLA_2_10.rev"	"UCLA_total"	"SWLS_total"	"SE_total"	"SE_perf"	"SE_social"	"SE_appear"	"Mood_total"	"PD_general"	"PD_race"	"EI_total"	"WellB_total"	"WellB_PA"	"WellB_NA"	"WellR_total"	"WellR_auto"	"WellR_envir"	"WellR_accept"
"12/19/15"	"12/19/15"	3.901	2	3	3	3	3	2	2	2	1	2	30.929	3	2	3	3	2	2	3	2	1	1	66.663	5	6	5	6	5	14.628	4	3	2	2	1	2	4	2	4	1	4	4	3	4	2	1	2	1	2	1	51.984	3	2	2	1	2	2	1	1	3	3	1	3	1	3	1	1	27.791	1	1	1	1	9.067	1	1	1	1	1	16.827	3	3	3	3	38.713	1	1	3	1	1	11.228	5	5	5	6	6	5	22.447	1	2	2	1	1	1	2	1	1	2	23.095	4	4	4	5	5	4	3	3	3	2	5	5	5	4	5	2	4	3	4	5	3	29.046	2	21	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	8	15.333	1	1	1	1	12.224	1	2.586	1	4.316	128	3	2	3	4	3	3	3	4	4	2.9	5.4	3.85	4.28571428571429	4	3.16666666666667	1.875	9	19	5.33333333333333	0	3	3	5.42857142857143	5.85714285714286	5.42857142857143	5
"12/19/15"	"12/19/15"	31.004	3	1	3	1	3	3	2	1	4	4	68.25	1	1	1	1	4	4	1	1	3	3	154.08	2	2	2	2	2	43.574	4	5	1	5	1	1	5	5	4	5	3	1	1	5	1	5	5	2	5	4	25.07	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	18.982	3	3	1	4	17.984	1	1	4	1	1	11.32	2	3	1	4	108.493	2	1	1	1	1	15.175	1	5	4	8	9	5	23.213	1	2	2	2	2	2	1	1	1	1	27.857	5	2	2	5	5	1	6	6	6	4	1	1	5	6	6	6	6	6	6	1	1	68.656	2	33	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	8	21.79	1	1	1	1	14.056	1	2.602	1	13.36	129	2	2	2	1	1	1	1	2	2	1.4	2	2.4	3.42857142857143	2.28571428571429	1.33333333333333	3.8125	19	16	7	-3	1	4	3.47619047619048	5	3	2.42857142857143
"12/21/15"	"12/21/15"	104.762	1	4	4	4	2	1	2	4	1	1	52.744	4	4	4	4	4	1	4	4	1	1	73.78	6	6	6	6	6	22.839	5	2	4	1	1	4	1	1	5	1	5	4	2	1	1	1	2	1	1	1	98.928	1	1	2	1	2	2	1	1	2	1	1	2	1	3	1	1	29.045	1	1	1	1	9.203	1	1	1	1	1	10.363	1	1	1	1	11.36	1	1	1	1	1	13.004	9	7	7	6	6	8	33.362	1	1	1	1	1	2	2	2	2	2	22.316	6	5	5	3	2	5	3	2	2	4	5	6	5	3	2	2	2	1	3	6	3	34.978	2	19	NA	1	1	NA	NA	NA	NA	" "	"USA"	"English"	8	21.531	1	1	1	1	13.396	1	2.737	1	12.7	134	4	3	4	4	4	1	4	4	4	3.7	6	4.5	4.42857142857143	4.57142857142857	4.5	1.4375	9	9	3.5	5	5	0	5.85714285714286	5.42857142857143	5.85714285714286	6.28571428571429
"12/20/15"	"12/20/15"	8.514	3	1	2	1	4	4	1	4	3	3	51.264	2	1	2	1	3	3	1	1	4	4	32.753	2	3	2	4	1	22.79	2	5	1	5	1	2	5	5	2	4	1	1	5	1	1	5	5	1	4	5	24.163	4	2	5	5	5	4	5	4	3	5	1	5	2	5	5	4	31.706	5	1	1	1	28.365	2	1	1	2	1	27.833	1	1	1	1	25.375	1	1	1	1	1	9.302	5	7	7	1	1	8	17.466	1	2	1	2	1	2	1	1	1	2	26.265	1	1	2	1	6	1	6	6	6	5	2	1	3	6	4	3	6	5	3	1	1	38.824	2	20	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	7	18.82	1	1	1	1	14.761	1	2.939	1	30.381	150	2	1	1	2	2	2	2	1	1	1.55	2.4	1.85	2.57142857142857	1.71428571428571	1.16666666666667	4	15	9	2.5	0	3	3	3.14285714285714	3.42857142857143	3.14285714285714	2.85714285714286
"12/21/15"	"12/21/15"	5.503	3	2	2	1	2	2	2	1	3	2	123.91	2	3	1	1	2	3	1	1	2	2	126.592	2	2	2	2	1	15.852	3	4	3	4	1	2	5	3	3	3	3	2	4	5	2	3	4	3	4	3	70.392	3	3	3	4	4	4	4	4	3	5	2	4	2	4	2	5	39.844	5	5	1	5	25.206	1	4	6	6	5	15.008	1	1	1	1	13.724	1	1	1	1	1	12.901	1	1	1	9	9	1	24.029	1	1	1	2	1	1	1	1	1	1	93.799	6	2	1	5	6	2	4	6	6	3	3	4	3	6	6	2	6	6	6	2	4	60.503	2	25	NA	NA	1	NA	NA	NA	NA	" "	"United States"	"English"	9	28.364	1	1	1	1	18.775	1	2.972	1	21.366	154	2	3	3	2	3	3	2	3	3	2.05	1.8	2.8	3.28571428571429	2.71428571428571	2.33333333333333	3.5	38	9	9	-1	4	5	4.23809523809524	5.85714285714286	3.57142857142857	3.28571428571429
"12/24/15"	"12/24/15"	5.886	3	2	2	2	3	3	1	3	4	4	43.828	1	1	2	2	2	2	3	2	3	3	38.854	2	3	3	5	2	40.355	4	4	3	2	1	2	2	4	4	4	2	3	3	4	1	2	2	1	2	4	50.069	4	3	3	4	4	4	4	4	5	2	1	5	1	5	2	2	35.899	1	1	1	1	27.852	1	4	4	4	2	35.986	1	1	2	3	18.439	3	3	3	3	3	17.076	5	7	7	6	8	5	78.736	2	1	1	2	2	1	1	1	1	2	31.922	4	1	2	4	4	4	4	5	3	2	4	4	5	2	1	2	2	5	6	2	3	96.923	2	22	NA	NA	1	NA	NA	NA	NA	" "	"UNITED STATES"	"ENGLISH"	6	28.17	1	1	1	1	21.397	1	3.085	1	6.094	160	2	2	2	1	1	3	3	2	2	1.95	3	3.4	4.28571428571429	2.85714285714286	3	3.3125	19	22	5	-2	2	4	5.09523809523809	5.85714285714286	4.57142857142857	4.85714285714286
"12/20/15"	"12/20/15"	6.057	1	3	3	3	2	1	3	3	1	1	51.394	3	3	3	3	1	1	4	3	3	1	34.627	6	6	6	6	3	14.788	4	2	3	1	1	4	5	4	5	2	4	3	2	5	1	1	1	1	1	1	25.768	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	28.452	3	3	2	2	22.416	1	2	2	2	1	20.072	3	3	3	3	14.638	3	4	4	2	1	19.395	8	8	8	3	3	8	25.531	1	2	1	2	1	2	2	1	2	2	34.238	6	6	5	6	3	6	2	2	2	2	6	5	6	2	3	1	2	2	6	6	4	26.137	2	46	NA	NA	1	NA	NA	NA	NA	" "	"usa"	"english"	5	23.081	1	1	1	1	18.101	1	3.245	1	11.957	171	4	3	4	4	4	4	4	2	4	3.35	5.4	4.15	4.85714285714286	4.14285714285714	3.33333333333333	1.1875	18	26	2.33333333333333	2	3	1	6.52380952380952	7	6.42857142857143	6.14285714285714
"12/21/15"	"12/21/15"	42.854	2	3	4	4	2	2	4	3	2	2	49.79	4	4	3	3	2	1	2	2	1	1	36.977	6	6	7	7	7	12.001	4	3	4	2	1	3	2	2	5	2	5	4	2	4	2	1	2	3	2	3	27.641	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18.527	2	1	1	1	18.5	4	2	3	1	1	19.968	1	1	1	1	9.596	1	1	3	1	1	12.621	7	7	7	3	3	7	18.705	1	1	1	1	1	2	2	2	2	2	22.166	2	6	5	5	2	5	6	2	5	4	6	6	5	2	3	2	1	1	6	5	5	29.687	2	25	NA	NA	1	NA	NA	NA	NA	" "	"US"	"English"	7	17.585	1	1	1	1	8.201	1	3.491	1	13.236	184	3	3	3	3	3	3	4	4	4	3.3	6.6	4	4.14285714285714	3.71428571428571	4.16666666666667	1	16	11	3	5	5	0	5.80952380952381	5.14285714285714	6.28571428571429	6
"12/19/15"	"12/19/15"	9.851	2	1	1	2	3	2	2	4	1	2	44.643	2	1	1	1	4	3	2	2	3	3	53.054	5	5	6	6	2	18.753	4	5	2	2	3	3	5	5	4	3	3	2	5	4	4	3	5	2	2	5	29.128	4	3	4	5	5	4	4	4	5	4	4	3	4	4	2	4	30.948	4	3	4	5	35.511	1	3	5	2	2	24.371	2	3	4	4	22.18	2	2	6	1	1	27.825	7	7	7	3	3	7	23.881	1	1	1	2	2	1	1	1	1	1	27.294	5	5	2	3	6	4	6	4	6	5	4	6	5	6	5	3	5	5	6	5	6	17.687	2	27	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"ENGLISH"	5	23.779	1	1	1	1	18.459	1	3.56	1	5.468	188	3	2	3	4	3	1	2	2	2	2.05	4.8	2.55	3.85714285714286	1.42857142857143	2.33333333333333	3.9375	29	25	3	-2	3	5	4.85714285714286	5	5	4.57142857142857
"12/19/15"	"12/19/15"	5.632	2	2	2	2	3	3	2	2	3	3	27.828	2	2	2	2	2	2	1	2	2	2	21.488	3	3	5	3	3	12.053	3	3	3	3	1	3	3	3	3	2	3	3	2	4	1	1	3	1	2	2	24.491	2	1	3	1	1	2	1	2	2	2	1	3	1	3	1	1	21.535	4	4	3	4	17.16	1	3	4	4	2	16.349	3	4	3	4	9.533	1	3	3	1	1	17.021	5	5	5	4	7	2	20.126	1	1	1	1	1	1	1	1	1	2	19.687	3	1	3	2	3	4	3	4	3	3	4	4	4	4	2	3	4	2	4	1	4	95.028	2	26	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	5	15.679	1	1	1	1	9.286	1	3.587	1	7.686	189	3	2	2	2	2	3	3	3	3	2.2	3.4	3.65	3.85714285714286	3.71428571428571	3.33333333333333	1.6875	29	23	5.66666666666667	1	5	4	4.71428571428571	4.85714285714286	3.85714285714286	5.42857142857143
"12/24/15"	"12/24/15"	4.537	3	1	3	2	4	3	1	1	2	3	43.005	3	2	1	1	3	3	2	1	2	3	43.705	1	1	1	2	7	19.552	5	5	3	3	2	4	2	4	5	3	4	4	4	5	2	2	5	4	5	5	36.176	2	1	2	2	2	3	1	3	2	2	3	4	1	4	3	1	39.296	2	2	1	1	19.564	1	1	1	1	1	17.454	1	1	1	1	17.147	1	1	1	1	1	20.303	4	6	5	6	4	6	44.717	1	1	1	1	1	1	1	2	2	2	24.681	5	6	2	5	6	6	6	5	6	2	2	5	6	6	5	1	4	2	6	1	4	33.827	1	44	NA	NA	1	NA	NA	NA	NA	" "	"Puerto Rico"	"English"	5	29.847	1	1	1	1	22.687	1	3.693	1	46.521	197	2	1	2	3	2	2	2	3	2	1.85	2.4	3.1	3.57142857142857	2	3.83333333333333	2.25	11	9	4.83333333333333	3	5	2	5.09523809523809	6.14285714285714	4.28571428571429	4.85714285714286
"12/21/15"	"12/21/15"	4.542	2	4	4	4	2	2	3	3	2	2	26.871	3	4	3	3	1	1	3	3	1	1	28.438	5	5	5	6	2	13.688	5	1	3	1	1	4	3	1	5	1	4	4	1	5	1	1	1	1	1	1	16.344	2	1	4	3	1	2	1	2	3	1	1	1	1	1	2	2	32.336	2	2	2	2	11.973	2	1	1	1	1	13.289	2	2	2	1	9.685	2	1	1	1	1	11.872	6	5	5	2	2	5	20.338	1	2	1	2	1	2	2	1	1	1	22.395	6	5	5	6	4	6	1	3	2	1	5	5	6	3	3	1	2	1	6	4	6	18.804	2	30	NA	NA	1	NA	NA	NA	NA	" "	"usa"	"english"	8	17.42	1	1	1	1	11.38	1	3.77	1	9.496	202	3	3	3	3	3	4	4	4	4	3.4	4.6	4.65	5	5	3.83333333333333	1.75	14	13	3.83333333333333	0	3	3	6.52380952380952	7.28571428571429	5.71428571428571	6.57142857142857
"12/24/15"	"12/24/15"	21.735	2	1	2	1	2	2	2	2	2	2	143.669	2	4	1	2	2	2	1	1	2	2	98.269	2	2	2	2	2	131.844	2	3	1	2	2	3	5	5	1	5	1	1	2	2	2	5	3	4	4	2	81.847	3	1	1	2	4	2	2	2	1	2	1	2	1	2	3	2	65.255	6	6	4	1	45.676	1	1	4	4	1	35.721	4	4	4	1	25.015	1	1	4	3	1	29.679	2	7	7	7	2	7	42.903	1	2	1	2	2	2	1	1	1	2	72.2	5	5	2	5	5	2	5	5	5	2	5	5	5	5	5	5	5	5	5	3	3	44.636	2	43	NA	NA	1	NA	NA	NA	NA	" "	"usa"	"english"	8	30.28	1	1	1	1	21.694	1	3.898	1	21.433	210	3	3	3	3	3	3	3	3	3	2.3	2	2.25	2.42857142857143	2.85714285714286	1.33333333333333	1.9375	28	23	4.33333333333333	-1	2	3	4.66666666666667	5.42857142857143	4.71428571428571	3.85714285714286
"12/22/15"	"12/22/15"	13.214	2	2	1	1	3	3	2	1	2	3	87.349	2	3	1	2	2	3	2	1	1	3	89.088	2	2	3	2	5	44.404	5	2	2	2	1	4	2	5	5	2	4	2	2	5	1	3	4	1	3	2	69.22	3	4	2	3	3	4	2	3	4	3	2	3	2	4	3	2	64.892	4	4	3	3	50.873	2	2	3	3	2	44.278	4	4	4	3	38.205	2	2	3	3	2	39.366	2	1	2	9	9	2	87.603	1	1	1	2	1	1	2	2	1	2	62.237	5	5	3	6	3	5	3	6	1	2	5	5	6	2	3	2	4	2	6	2	5	59.742	1	39	NA	1	1	NA	1	NA	NA	" "	"United States"	"English"	8	59.272	1	2	1	1	39.609	1	3.997	1	122.381	213	3	2	2	3	2	3	2	4	2	2.05	2.8	3.75	4.57142857142857	3.42857142857143	3.16666666666667	2.9375	26	27	8.5	2	4	2	5.76190476190476	6.57142857142857	4.71428571428571	6
"12/19/15"	"12/19/15"	3.018	2	2	2	2	3	3	2	2	2	3	45.126	2	2	1	2	3	4	2	2	2	3	56.98	2	1	1	1	1	23.068	3	2	2	2	2	2	1	2	3	1	3	3	2	3	1	2	2	1	2	2	34.75	2	2	4	2	2	1	1	2	2	1	2	1	2	2	2	2	33.58	3	3	3	3	21.035	2	2	2	4	2	22.919	2	2	2	3	15.711	2	2	2	2	2	16.764	6	6	6	5	7	6	27.307	1	2	1	2	1	2	2	2	2	1	31.872	4	4	3	4	4	4	3	5	6	3	5	5	6	4	6	2	3	4	5	3	2	28.353	1	58	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"ENGLISH"	8	26.923	1	1	1	1	11.9	1	4.006	1	14.244	214	3	2	2	3	2	2	1	3	2	2.05	1.2	3.75	3.71428571428571	4.28571428571429	3.16666666666667	1.875	24	19	4.66666666666667	2	3	1	4.90476190476191	5.85714285714286	4.85714285714286	4
"12/21/15"	"12/21/15"	1.597	4	2	3	2	2	2	2	3	3	3	35.685	4	4	4	3	4	3	4	4	4	3	24.742	3	3	3	2	2	26.213	5	5	5	3	2	3	5	2	5	2	5	5	3	4	1	5	5	5	3	3	26.688	3	3	2	3	3	1	1	1	3	3	1	1	1	1	1	1	30.027	2	2	1	1	18.167	1	4	4	1	1	16.766	1	1	1	1	8.662	1	1	5	1	1	18.602	7	8	9	9	9	9	34.257	1	1	1	2	2	2	2	2	2	2	21.903	6	4	4	4	4	6	6	4	5	5	6	6	6	3	4	6	5	5	5	3	4	16.907	1	34	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	6	20.003	1	1	1	1	9.589	1	4.02	1	16.9	215	1	3	3	2	2	1	2	1	2	2.6	2.6	3.3	3.57142857142857	3	3.33333333333333	1.8125	17	13	4.16666666666667	3	3	0	5	4.85714285714286	5	5.14285714285714
"12/20/15"	"12/20/15"	7.418	1	2	3	2	1	1	3	4	1	1	140.01	4	4	4	4	4	4	4	4	4	4	15.443	6	6	6	6	6	40.663	5	5	5	1	5	5	3	5	5	1	5	5	5	5	5	5	5	5	5	5	11.991	2	3	4	1	2	1	1	1	4	1	1	1	1	1	1	1	23.638	2	3	1	4	21.229	1	1	1	2	2	15.387	1	4	1	1	25.039	3	3	2	2	1	18.736	9	9	9	1	1	9	22.557	2	2	2	2	2	2	2	2	1	2	14.061	6	6	6	6	1	6	1	1	1	6	6	6	6	6	6	6	1	1	6	6	6	33.24	2	23	NA	NA	1	NA	NA	NA	NA	" "	"US"	"English"	7	33.375	1	1	1	1	11.989	1	4.089	1	108.922	220	4	4	4	4	4	1	1	1	1	3.1	6	2.9	3.28571428571429	1.57142857142857	4	1.625	17	18	1	-1	0	1	6.09523809523809	5.85714285714286	5.85714285714286	6.57142857142857
"12/20/15"	"12/20/15"	1.625	3	1	1	1	3	3	1	1	3	3	42.829	1	1	1	1	3	1	2	1	3	3	80.916	3	6	2	5	2	18.15	3	2	3	3	1	1	2	4	1	2	3	2	3	3	2	4	3	1	2	2	43.24	3	2	3	3	4	3	2	3	3	3	3	2	1	2	2	1	54.692	4	4	1	3	22.365	3	3	2	4	4	25.561	2	4	1	3	56.948	5	4	4	3	2	28.963	5	5	5	9	9	4	18.983	1	1	1	2	1	2	1	1	1	2	25.717	1	4	4	4	4	3	4	6	6	4	4	4	4	4	4	3	4	4	3	4	4	43.561	1	19	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	6	14.376	1	1	1	1	12.739	1	4.157	1	10.426	221	2	2	2	2	2	2	4	2	2	1.6	3.6	3.15	3.42857142857143	3.42857142857143	2.5	2.5	28	28	6.5	1	4	3	4.47619047619048	4.42857142857143	4.57142857142857	4.42857142857143
"12/24/15"	"12/24/15"	4.908	3	1	1	1	3	4	1	2	3	4	109.498	1	1	1	1	3	3	2	1	2	2	40.029	1	1	1	5	1	23.932	3	3	2	5	1	1	5	5	4	3	2	1	4	4	3	5	3	2	3	5	36.042	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	16.255	6	6	6	6	9.312	1	1	6	6	6	9.545	1	1	1	1	15.784	1	1	1	1	1	21.276	1	1	1	9	9	1	28.879	1	1	1	1	1	1	1	1	1	1	28.772	6	4	3	5	4	4	6	6	6	6	5	5	6	4	5	1	1	4	6	3	2	26.121	2	32	NA	NA	1	NA	NA	NA	NA	" "	"United States"	"English"	5	18.322	1	1	1	1	12.218	1	4.24	1	20.324	228	2	2	1	2	1	2	2	3	3	1.55	1.8	2.4	3.42857142857143	2.28571428571429	1.33333333333333	5	44	9	9	0	5	5	4.95238095238095	5.71428571428571	5	4.14285714285714
"12/24/15"	"12/24/15"	35.672	3	4	4	4	2	3	3	2	3	3	98.963	4	2	2	3	1	3	2	2	2	2	96.102	5	3	5	6	6	39.294	4	1	3	1	1	3	1	2	5	1	5	4	1	4	1	1	1	1	4	1	65.119	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	24.555	1	1	1	1	16.465	1	1	1	1	1	11.645	1	1	1	1	12.799	1	1	1	1	1	10.663	5	8	8	6	4	7	58.338	2	1	1	2	1	1	1	1	2	2	35.928	6	4	5	6	2	5	1	5	3	4	5	5	5	2	2	2	2	2	6	6	5	29.913	1	27	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	5	19.128	1	1	1	1	24.343	1	4.32	1	3.564	229	2	3	2	2	2	4	2	3	3	2.75	5	4.45	4.28571428571429	4.85714285714286	4.16666666666667	1.125	9	9	3.66666666666667	0	3	3	6.04761904761905	6.57142857142857	5.42857142857143	6.14285714285714
"12/21/15"	"12/21/15"	7.02	1	4	4	4	2	1	2	4	1	1	96.453	4	4	4	4	1	1	4	4	1	1	53.711	7	7	6	6	6	39.193	5	4	5	1	1	5	1	1	5	1	5	5	1	5	1	1	1	1	1	1	38.652	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.128	1	1	1	1	31.3	1	1	1	1	1	16.816	1	1	1	1	83.02	1	1	1	1	1	20.892	9	9	8	8	2	8	39.812	1	1	1	1	1	2	2	2	2	2	31.131	5	5	5	5	2	6	1	1	1	1	6	6	6	1	1	1	1	1	1	6	1	57.503	1	23	NA	NA	1	NA	NA	NA	NA	" "	"United States of America."	"English"	7	85.66	1	1	1	1	18.784	1	4.346	1	17.294	231	4	3	4	4	4	4	4	4	4	3.85	6.4	4.85	5	4.57142857142857	5	1	9	9	2.66666666666667	5	5	0	6.42857142857143	6.28571428571429	6.57142857142857	6.42857142857143
"12/20/15"	"12/20/15"	2.525	2	3	2	2	2	2	2	2	2	2	51.188	3	2	3	2	3	2	3	2	3	2	26.484	6	6	5	5	5	17.006	3	2	3	2	3	2	3	2	3	3	3	3	3	3	3	3	2	2	3	3	17.386	3	3	2	2	2	3	3	3	4	4	4	4	4	3	3	3	26.01	5	4	3	4	18.459	4	4	4	4	4	9.785	4	3	4	3	22.336	4	5	4	4	4	12.11	7	5	5	1	5	5	24.13	1	2	1	1	2	1	1	1	1	1	19.84	3	3	3	3	3	6	1	3	3	3	4	4	4	4	3	3	3	3	3	6	6	30.825	1	39	NA	NA	1	NA	NA	NA	NA	" "	"usa"	"english"	6	33.879	1	1	1	1	21.735	1	4.52	1	37.789	236	3	3	3	3	3	2	3	2	3	2.55	5.4	3.2	3.28571428571429	3.42857142857143	2.83333333333333	3.125	36	35	4	-2	3	5	5.33333333333333	5.14285714285714	5.14285714285714	5.71428571428571
"12/23/15"	"12/23/15"	6.593	3	1	1	1	1	4	3	4	2	3	47.059	1	1	1	1	4	3	4	1	3	4	47.025	2	2	1	1	1	20.531	3	2	3	2	4	3	2	2	2	3	3	3	3	4	4	3	3	3	4	2	31.319	1	1	2	4	3	3	3	3	2	4	1	1	1	3	2	2	29.555	5	5	5	5	19.963	5	3	6	3	2	21.301	6	6	6	6	14.706	6	6	6	6	3	14.305	7	7	7	4	3	7	30.077	1	1	1	2	2	2	1	2	2	2	29.095	6	2	1	6	5	4	4	4	6	2	5	5	5	3	6	5	5	6	6	1	1	23.951	2	44	NA	NA	1	NA	NA	NA	NA	" "	"usa"	"english"	9	21.805	1	1	1	1	17.769	1	4.654	1	7.549	242	2	4	1	3	2	1	2	2	1	1.85	1.4	3.1	2.85714285714286	3.28571428571429	3.16666666666667	2.25	39	51	3.16666666666667	2	3	1	4.57142857142857	6	4.42857142857143	3.28571428571429
"12/20/15"	"12/20/15"	39.603	2	3	3	2	2	2	3	2	2	2	50.976	2	2	2	3	2	2	2	2	2	2	79.552	5	4	6	5	5	24.656	4	4	4	3	1	3	2	2	4	2	3	3	4	4	3	2	3	1	1	2	88.201	4	2	4	3	2	3	2	2	2	2	2	3	1	4	1	2	68.86	4	4	3	4	97.933	4	4	4	2	2	32.652	5	5	4	5	15.268	5	5	5	2	2	26.978	5	4	4	6	6	4	48.743	1	1	1	1	1	1	1	1	2	1	20.574	5	5	5	5	4	4	3	3	4	2	4	4	4	4	3	3	2	4	5	5	4	38.221	2	20	NA	NA	1	NA	NA	NA	NA	" "	"usa"	"english"	7	24.517	1	1	1	1	25.96	1	4.672	1	14.253	243	3	3	3	3	3	3	3	3	3	2.65	5	3.65	4.28571428571429	3.14285714285714	3.5	2.4375	31	38	5.83333333333333	1	5	4	5.52380952380952	5.85714285714286	5.57142857142857	5.14285714285714
"12/21/15"	"12/21/15"	9.531	2	2	2	3	3	2	2	2	2	2	53.68	3	1	1	1	1	1	1	1	1	1	31.92	2	2	2	2	2	17.15	4	4	4	3	3	2	3	2	3	3	4	3	2	4	2	2	4	2	2	3	24.662	4	3	3	3	3	3	2	3	3	2	3	3	2	2	2	3	55.048	2	2	2	6	13.292	2	2	1	1	1	17.545	4	2	2	4	37.274	1	1	3	1	1	21.94	2	2	2	7	7	4	29.803	1	1	1	1	1	2	1	1	2	2	20.865	2	3	2	5	4	4	3	5	4	2	4	4	4	4	4	2	5	3	4	2	2	23.491	2	28	NA	NA	1	NA	NA	NA	NA	" "	"United States"	"English"	5	16.727	1	1	1	1	14.048	1	4.767	1	9.337	246	3	2	3	3	3	4	4	4	4	2.45	2	3.35	3.57142857142857	3.14285714285714	3.33333333333333	2.75	19	19	7.33333333333333	3	5	2	4.66666666666667	5.42857142857143	4.14285714285714	4.42857142857143
"12/22/15"	"12/22/15"	4.341	1	4	4	4	1	1	1	3	1	1	64.282	4	4	4	4	1	1	3	3	1	1	40.73	6	5	6	5	3	39.739	4	1	4	1	1	5	1	2	5	1	4	4	4	4	1	1	1	1	1	1	30.917	2	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	33.725	3	2	2	2	34.992	1	1	2	1	1	23.756	2	2	2	1	15.749	1	1	2	1	1	15.839	7	5	5	6	2	6	28.488	1	1	1	2	1	2	2	2	2	2	28.259	6	5	5	5	2	5	2	2	2	5	5	5	4	2	2	2	2	2	3	5	5	32.246	2	32	NA	NA	1	NA	NA	NA	NA	" "	"US"	"English"	6	20.517	1	1	1	1	13.842	1	4.904	1	15.769	249	4	4	4	4	4	4	4	4	4	3.7	5	4.55	4.71428571428571	4.42857142857143	4.5	1.3125	15	13	4.16666666666667	4	4	0	5.90476190476191	5.57142857142857	5.85714285714286	6.28571428571429
