"V8"	"V9"	"T2_3"	"UCLA_1_1"	"UCLA_1_2"	"UCLA_1_3"	"UCLA_1_4"	"UCLA_1_5"	"UCLA_1_6"	"UCLA_1_7"	"UCLA_1_8"	"UCLA_1_9"	"UCLA_1_10"	"T3_3"	"UCLA_2_1"	"UCLA_2_2"	"UCLA_2_3"	"UCLA_2_4"	"UCLA_2_5"	"UCLA_2_6"	"UCLA_2_7"	"UCLA_2_8"	"UCLA_2_9"	"UCLA_2_10"	"T4_3"	"SLWS_1"	"SLWS_2"	"SLWS_3"	"SLWS_4"	"SLWS_5"	"T5_3"	"SE_1_1"	"SE_1_2"	"SE_1_3"	"SE_1_4"	"SE_1_5"	"SE_1_6"	"SE_1_7"	"SE_1_8"	"SE_1_9"	"SE_1_10"	"SE_2_1"	"SE_2_2"	"SE_2_3"	"SE_2_4"	"SE_2_5"	"SE_2_6"	"SE_2_7"	"SE_2_8"	"SE_2_9"	"SE_2_10"	"T6_3"	"Mood_1"	"Mood_2"	"Mood_3"	"Mood_4"	"Mood_5"	"Mood_6"	"Mood_7"	"Mood_8"	"Mood_9"	"Mood_10"	"Mood_11"	"Mood_12"	"Mood_13"	"Mood_14"	"Mood_15"	"Mood_16"	"T7_3"	"Disc_1"	"Disc_2"	"Disc_3"	"Disc_4"	"T8_3"	"Disc_5"	"Disc_6"	"Disc_7"	"Disc_8"	"Disc_9"	"T9_3"	"DiscR_1"	"DiscR_2"	"DiscR_3"	"DiscR_4"	"T10_3"	"DiscR_5"	"DiscR_6"	"DiscR_7"	"DiscR_8"	"DiscR_9"	"T11_3"	"EIS_1"	"EIS_2"	"EIS_3"	"EIS_4"	"EIS_5"	"EIS_6"	"T12_3"	"Well_B_1"	"Well_B_2"	"Well_B_3"	"Well_B_4"	"Well_B_5"	"Well_B_6"	"Well_B_7"	"Well_B_8"	"Well_B_9"	"Well_B_10"	"T13_3"	"Rau_1"	"Rem_2"	"Rsa_6"	"Rau_7"	"Rem_8"	"Rsa_12"	"Rau_13"	"Rem_14"	"Rsa_18"	"Rau_19"	"Rem_20"	"Rsa_24"	"Rau_25"	"Rem_26"	"Rsa_30"	"Rau_31"	"Rem_32"	"Rsa_36"	"Rau_37"	"Rem_38"	"Rsa_42"	"T14_3"	"Sex"	"Age"	"Ethn_1"	"Ethn_2"	"Ethn_3"	"Ethn_4"	"Ethn_5"	"Ethn_6"	"Ethn_7"	"Ethn_7_TEXT"	"Cntry_Orig"	"Prim_Lang"	"Pol_Ori"	"T15_3"	"Interr"	"Distr"	"Privacy"	"Scrn_Size"	"T16_3"	"Debr"	"T17_3"	"end"	"T18_3"	"Subject"	"UCLA_1_1.rev"	"UCLA_1_5.rev"	"UCLA_1_6.rev"	"UCLA_1_9.rev"	"UCLA_1_10.rev"	"UCLA_2_5.rev"	"UCLA_2_6.rev"	"UCLA_2_9.rev"	"UCLA_2_10.rev"	"UCLA_total"	"SWLS_total"	"SE_total"	"SE_perf"	"SE_social"	"SE_appear"	"Mood_total"	"PD_general"	"PD_race"	"EI_total"	"WellB_total"	"WellB_PA"	"WellB_NA"	"WellR_total"	"WellR_auto"	"WellR_envir"	"WellR_accept"
"12/21/15"	"12/21/15"	3.742	2	3	2	3	4	2	2	1	3	3	39.346	2	2	3	2	1	2	2	3	2	2	43.413	2	3	3	1	1	21.568	3	4	2	3	5	4	3	3	4	4	2	2	4	3	2	2	4	3	4	2	37.318	4	3	5	4	4	5	3	4	2	5	3	5	2	5	4	2	37.056	3	3	3	2	29.905	4	4	6	2	2	22.375	2	3	1	2	17.056	2	4	5	1	2	28.697	5	6	5	3	6	8	24.118	1	1	2	2	2	2	1	1	1	2	87.398	4	4	3	2	6	3	4	3	5	2	3	3	4	1	5	2	4	6	5	4	3	46.427	1	32	1	NA	NA	NA	NA	NA	NA	" "	"USA"	"English"	6	16.379	1	1	1	1	17.093	1	2.888	1	3.347	145	3	1	3	2	2	4	3	3	3	2.45	2	2.75	2.71428571428571	2.71428571428571	2.83333333333333	3.75	29	22	4.16666666666667	-1	2	3	4.85714285714286	5.28571428571429	5.57142857142857	3.71428571428571
"12/20/15"	"12/20/15"	49.995	3	4	3	3	2	2	1	1	3	3	63.877	3	2	1	3	1	1	4	2	3	4	87.377	6	6	6	7	6	28.958	4	1	4	3	1	3	4	1	4	1	4	3	4	5	3	3	3	2	2	2	82.585	4	2	4	2	2	4	1	1	1	3	1	1	1	4	2	1	36.126	3	3	2	2	29.47	1	2	3	3	3	38.39	3	3	3	3	12.568	1	3	3	3	2	13.939	8	5	5	8	8	3	18.863	1	1	1	1	1	2	2	2	2	1	18.535	6	5	5	5	4	5	3	4	2	2	5	5	6	4	2	1	1	3	5	4	5	70.203	2	38	1	NA	NA	NA	NA	NA	NA	" "	"USA"	"English"	7	17.894	1	1	1	1	15.85	1	3.077	1	3.949	159	2	3	3	2	2	4	4	2	1	2.5	6.2	3.75	4.14285714285714	3.85714285714286	3.16666666666667	2.125	22	24	5.83333333333333	4	5	1	6.09523809523809	6.57142857142857	5.57142857142857	6.14285714285714
"12/19/15"	"12/19/15"	11.989	2	2	2	2	3	3	3	3	4	3	28.83	2	2	2	2	3	3	1	2	3	3	22.436	1	2	2	2	1	9.802	2	4	1	4	1	2	5	5	2	4	1	1	3	2	4	4	4	3	4	4	16.098	2	2	3	3	3	3	4	3	2	3	1	3	1	3	4	3	22.765	3	3	2	3	13.542	1	3	3	1	1	25.328	2	3	3	3	10.156	2	3	3	1	1	12.186	3	4	4	4	3	5	19.42	2	1	2	2	2	2	1	1	1	1	17.793	3	2	1	3	5	1	5	4	4	4	1	2	3	5	6	3	4	3	3	2	2	20.732	1	33	1	NA	NA	NA	NA	NA	NA	" "	"United States of America"	"English"	8	15.119	1	1	1	1	22.556	1	3.12	1	3.251	163	3	2	2	1	2	2	2	2	2	2.05	1.6	2	2.57142857142857	2	1.33333333333333	2.6875	20	21	5.16666666666667	-3	1	4	3.80952380952381	4.28571428571429	3.85714285714286	3.28571428571429
"12/23/15"	"12/23/15"	35.079	2	3	2	3	2	2	2	4	3	2	118.257	3	3	2	4	2	2	3	3	2	3	87.199	4	6	6	6	6	53.503	4	1	3	1	1	3	3	3	4	1	4	4	1	4	1	1	1	1	1	1	84.957	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	41.639	3	3	3	2	51.958	2	2	3	2	1	51.412	3	3	3	2	33.571	1	2	3	1	1	34.058	7	6	5	5	7	5	60.643	1	1	1	1	1	2	2	2	2	2	77.06	6	6	6	6	2	6	1	1	1	1	5	5	4	2	1	1	1	4	4	3	5	72.021	1	29	1	NA	NA	NA	NA	NA	NA	" "	"texas"	"english"	8	176.721	1	1	1	1	17.519	1	3.191	1	4.418	168	3	3	3	2	3	3	3	3	2	2.85	5.6	4.35	4.57142857142857	4.71428571428571	3.66666666666667	1.125	21	19	4.83333333333333	5	5	0	6.42857142857143	6.71428571428571	6	6.57142857142857
"12/22/15"	"12/22/15"	30.331	3	2	4	2	3	3	2	1	3	2	92.86	2	2	2	2	3	2	2	2	1	1	61.276	4	7	3	6	4	28.614	2	3	1	4	2	2	3	3	2	3	2	2	3	2	2	2	3	3	4	3	79.216	2	1	2	2	2	2	1	2	2	2	2	2	1	2	1	1	53.966	2	2	1	2	62.335	1	1	2	1	1	23.158	1	1	1	2	27.961	1	1	2	1	1	15.405	3	7	6	7	7	6	38.046	1	2	2	2	1	1	2	1	2	1	75.308	6	2	3	5	5	2	4	3	5	3	3	4	3	4	6	6	4	5	5	3	2	33.664	1	41	1	1	NA	NA	NA	NA	NA	" "	"United States"	"English"	2	27.606	1	1	1	1	22.089	1	3.612	1	130.389	192	2	2	2	2	3	2	3	4	4	2.35	4.8	2.65	2.42857142857143	3.14285714285714	2.33333333333333	1.6875	13	11	5.33333333333333	-1	2	3	4.42857142857143	5.14285714285714	4.57142857142857	3.57142857142857
"12/23/15"	"12/23/15"	70.495	2	4	1	3	2	2	3	2	2	2	83.546	3	2	2	3	1	2	3	2	1	1	74.559	5	5	6	5	1	18.944	3	4	2	2	1	3	3	3	4	1	4	3	3	4	2	2	3	1	4	3	40.815	2	2	1	1	1	2	1	2	3	1	1	2	1	1	1	2	36.075	4	4	3	3	16.238	2	2	5	1	1	29.362	2	2	2	2	11.691	2	2	2	1	1	11.587	7	6	6	7	3	7	34.909	1	1	1	2	1	2	2	1	2	2	44.057	4	5	5	2	3	4	3	2	4	3	5	4	4	2	3	3	4	3	4	6	5	84.985	1	23	1	NA	NA	NA	NA	NA	NA	" "	"United States"	"English"	3	21.913	1	1	1	1	21.677	1	3.808	1	5.22	204	3	3	3	3	3	4	3	4	4	2.9	4.4	3.45	3.85714285714286	3.28571428571429	3.16666666666667	1.5	25	16	4	3	4	1	5.42857142857143	5	5.85714285714286	5.42857142857143
"12/19/15"	"12/19/15"	4.667	1	2	3	2	1	3	4	2	3	2	53.72	4	2	1	1	2	3	1	2	3	2	38.906	5	6	2	2	5	24.31	4	1	2	1	1	3	5	3	4	2	4	3	1	4	1	2	1	1	2	1	33.169	4	5	5	5	2	3	4	2	5	5	3	4	1	2	1	2	35.256	4	4	1	6	22.578	1	6	5	4	4	17.535	5	6	1	4	14.601	1	5	4	3	2	16.911	5	3	3	8	8	3	29.78	1	2	1	1	2	1	2	1	2	2	29.554	1	5	3	6	4	5	1	5	4	1	6	6	6	2	2	1	2	5	6	4	5	30.372	2	22	1	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	5	22.284	1	1	1	1	14.073	1	4.384	1	4.362	232	4	4	2	2	3	3	2	2	3	2.45	4	4	4.42857142857143	4.57142857142857	2.83333333333333	3.3125	35	31	7	1	3	2	5.90476190476191	6.57142857142857	5.71428571428571	5.42857142857143
"12/19/15"	"12/19/15"	5.015	1	2	3	3	1	1	4	3	1	1	36.668	2	3	3	3	1	1	2	3	1	1	41.326	4	4	6	6	3	16.801	4	1	4	1	1	4	2	2	4	1	4	4	1	4	1	1	1	1	1	1	33.258	2	2	2	2	2	2	1	2	2	1	1	1	1	2	1	1	35.879	4	4	4	2	19.61	1	1	3	3	3	23.966	3	3	3	2	18.412	1	2	2	3	3	21.221	6	6	6	3	4	6	35.659	1	1	1	1	1	2	2	2	2	2	20.11	5	6	5	5	2	5	2	2	3	3	5	5	5	2	2	3	2	2	5	5	4	28.592	1	46	1	1	NA	NA	NA	NA	NA	" "	"United States"	"English"	4	21.589	1	1	1	1	16.54	1	4.389	1	651.414	233	4	4	4	4	4	4	4	4	4	3.35	4.6	4.55	4.57142857142857	4.85714285714286	4.16666666666667	1.5625	25	22	3.83333333333333	5	5	0	6	6	6	6
"12/20/15"	"12/20/15"	5.92	2	2	2	1	3	2	3	3	2	3	47.13	2	3	3	2	3	3	2	2	3	3	75.619	2	3	3	2	2	15.21	4	3	2	2	2	4	3	3	4	2	4	3	1	4	2	2	3	2	3	1	49.454	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15.926	4	4	1	4	19.755	4	5	5	1	1	18.103	1	1	1	1	7.552	4	5	4	1	1	15.363	3	5	4	6	7	6	31.426	1	1	1	2	1	2	1	1	1	2	47.877	5	4	2	3	4	5	2	3	5	4	5	4	5	4	3	2	2	3	5	4	4	102.008	1	33	1	NA	NA	NA	NA	NA	NA	" "	"usa"	"english"	5	20.748	1	1	1	1	9.54	1	4.631	1	8.192	241	3	2	3	3	2	2	2	2	2	2.3	2.4	3.7	3.85714285714286	3.85714285714286	3.33333333333333	1	29	19	5.83333333333333	1	4	3	5.33333333333333	5.71428571428571	5.42857142857143	4.85714285714286
"12/20/15"	"12/20/15"	12.192	2	3	4	4	2	2	3	3	2	2	49.814	3	3	3	3	2	2	3	3	2	2	47.15	4	4	5	4	4	19.973	4	2	4	2	1	4	2	1	4	1	4	4	2	4	2	1	2	2	2	1	24.787	1	1	2	2	2	1	1	2	2	1	1	1	1	1	1	1	27.03	2	2	2	1	13.457	1	1	3	1	1	44.333	2	2	2	2	15.194	1	1	2	1	1	16.309	6	7	6	3	2	6	25.777	1	1	1	1	1	2	2	2	2	2	28.978	4	5	4	4	5	5	2	2	4	2	4	5	5	3	3	3	3	1	5	3	5	23.749	2	30	1	NA	NA	NA	NA	NA	NA	" "	"US"	"English"	9	30.682	1	1	1	1	26.019	1	5.049	1	16.571	255	3	3	3	3	3	3	3	3	3	3.1	4.2	4.25	4.14285714285714	4.42857142857143	4.16666666666667	1.3125	14	14	3.33333333333333	5	5	0	5.76190476190476	5.85714285714286	5.57142857142857	5.85714285714286
"12/22/15"	"12/22/15"	4.473	2	3	2	2	3	3	1	1	2	2	72.998	2	2	1	1	2	2	3	1	2	2	41.218	5	2	2	5	2	34.952	3	4	3	2	1	1	3	4	3	2	3	3	4	3	2	4	4	1	4	4	30.057	4	4	4	4	4	4	4	4	4	4	5	4	5	3	4	4	33.078	5	5	1	5	24.001	5	5	5	4	1	23.105	5	5	1	5	18.202	5	5	5	4	1	22.768	2	2	2	8	9	4	39.573	1	1	1	2	2	2	1	1	1	1	29.543	6	4	2	6	6	5	2	5	6	3	6	5	6	6	6	1	5	4	6	4	1	36.292	2	35	1	NA	NA	NA	NA	NA	NA	" "	"USA"	"ENGLISH"	8	32.924	1	2	1	1	29.423	1	5.215	1	6.715	262	3	2	2	3	3	3	3	3	3	2.2	3.2	2.9	3.57142857142857	2.57142857142857	2.5	4.0625	36	36	7.83333333333333	-1	3	4	5.19047619047619	6.85714285714286	4.85714285714286	3.85714285714286
"12/20/15"	"12/20/15"	15.059	3	1	1	1	3	3	2	1	3	4	138.074	1	1	1	1	4	4	1	1	4	4	65.933	6	6	6	6	2	34.463	2	4	2	4	1	1	4	4	1	3	3	3	4	4	2	3	1	5	2	2	74.577	4	4	4	4	4	4	2	4	4	2	2	4	1	4	4	1	46.725	4	4	4	6	33.909	3	3	5	5	5	46.91	4	4	4	6	22.725	2	2	5	5	5	27.152	1	1	1	9	9	1	50.193	2	2	2	2	2	2	1	2	1	1	42.827	5	2	3	2	6	1	6	6	2	5	1	1	1	6	6	5	5	5	1	5	3	48.004	2	35	1	NA	NA	NA	NA	NA	NA	" "	"United States"	"English"	8	61.893	1	1	1	1	33.867	1	5.333	1	7.118	268	2	2	2	2	1	1	1	1	1	1.25	5.2	2.75	2.71428571428571	3.14285714285714	2.33333333333333	3.25	39	37	9	-3	0	3	3.57142857142857	3.28571428571429	3.85714285714286	3.57142857142857
"12/22/15"	"12/22/15"	9.091	3	2	2	2	3	2	2	3	1	2	45.833	2	2	3	2	2	2	3	2	1	1	106.849	5	3	5	6	5	20.218	3	2	4	2	2	4	2	3	4	2	4	3	2	3	3	1	2	3	2	1	50.135	3	2	4	2	2	3	1	2	2	2	1	3	1	4	1	1	93.503	4	2	3	3	16.083	3	3	2	2	2	23.357	3	3	4	3	11.685	3	2	2	2	3	10.65	6	6	6	6	7	5	17.116	1	1	1	1	1	1	2	1	2	1	16.328	4	4	5	3	4	5	4	4	4	5	5	4	4	3	4	4	2	2	3	3	3	8.214	2	19	1	NA	1	NA	NA	NA	NA	" "	"United States"	"English"	7	38.298	1	1	1	1	12.302	1	5.62	1	4.949	278	2	2	3	4	3	3	3	4	4	2.65	4.8	3.8	3.57142857142857	3.85714285714286	4	2.125	24	25	5	2	5	3	5	4.42857142857143	5.28571428571429	5.28571428571429
